题名,作者,来源,发表时间,数据库,被引,下载,摘要,关键词
ChatGPT：工于诗词格律 安知人情冷暖,泽登旺姆; 王茹懿,成都日报,2023-03-18,报纸,0,221,当意象变成数据、文采化作代码，诗歌会发生什么变化？第六届国际诗歌周此时正在成都举行，关于“ChatGPT写诗”的话题再次受到瞩目。在网络上，也不乏对此话题的讨论。近日，有网友在网络上展示了自己让ChatGPT挑战“唐诗三百首”的视频，在视频中，ChatGPT完美完成写诗任务，......,诗词格律; 人工智能; 机器人; ChatGPT; 张执浩; 语言模型; 唐诗三百首; 人情冷暖; 叶延滨;
“新一代人工智能技术ChatGPT的应用与规制”笔谈 网络首发,于文轩;马亮;王佃利;韩志明;谢新水,广西师范大学学报(哲学社会科学版),2023-03-17 08:27,期刊,0,4537,2022年11月新一代人工智能技术ChatGPT的问世，引起了全球范围的强烈关注，也引发人们对技术带来挑战的忧思。就公共管理而言，以ChatGPT为代表的人工智能技术愈发成为驱动人类社会思维方式、组织架构和运作模式发生根本性变革、全方位重塑的引领力量，为其创新路径、重塑形态、推动发展提供了新的重大机遇。ChatGPT强大的语言处理能力可以极大促进政府组织间信息流通和合作，降低政府行政成本和提升公共管理的效率和效益，为数字政府建设带来了发展的契机，推动数字政府建设如智能化政民互动、智能化公共服务、科学化政府决策等，甚至引发政府的深层次改革。同时，ChatGPT的双刃效应也给公共管理带来巨大冲击和风险，让人们开始关注ChatGPT时代的制度重构与风险规制，思考如何合理管控ChatGPT的应用边界。在传统公共管理强调政府和市场关系的框架下，ChatGPT的运用面临公共价值失灵风险，对此有必要重构人工智能时代的公共价值失灵判断标准，针对其潜在风险提出对策。人类自身的道德问题、人类对高智能体的矛盾心态、公共生活的复杂性，也使ChatGPT为代表的聊天机器人面临道德性夭折的风险，对此应秉持人本主义，构建人工智能时代的价值规范。ChatGPT的应用及发展对劳动力的提质增量可能带来正面或负面的影响，对此应设计科学有效的政策，使人工智能促进社会进步、增进民众福祉，以维护劳动力的可持续发展。,ChatGPT; 人工智能技术; 公共管理; 数字政府; 公共价值失灵; 制度重构; 风险规制;
ChatGPT为中国政府采购点赞,张舒慧,中国政府采购报,2023-03-17,报纸,0,40,《中国政府采购报》：您好!我是《中国政府采购报》记者，想对您进行一个专访。请问您是否了解《中国政府采购报》？ ChatGPT：你好!我是ChatGPT，我可以回答你的问题和提供必要的帮助。作为一个AI语言模型，我并不知道所有的事情，但我会尽力回答你的问题。 关于《中国政府......,政府采购市场; 政府采购理论; ChatGPT; 政府采购法律; 采购流程; 人工智能技术; 电子化采购;
ChatGPT狂欢背后：别让科技新概念昙花一现,李佳师,中国电子报,2023-03-17,报纸,0,344,对于一个颠覆性科技成果的出现，人们容易只看到狂欢，背后漫长的蛰伏、长久的付出却常常被忽略。去年年底至今年年初，OpenAI公司打造的ChatGPT爆火，目前，在股市上与ChatGPT概念沾点儿边儿的股票全部疯涨，各种追风者蜂拥而上。 新的科技概念一波接一波，有的公司踩在风口......,新概念; 奥特曼; ChatGPT; 机器视觉; 人工智能技术; 投资者;
数字经济条件下政府采购该何去何从,张舒慧,中国政府采购报,2023-03-17,报纸,0,24,当前，以大数据、物联网、云计算、人工智能、区块链为代表的新一轮信息技术革命正迈向深水区，而数字技术的发展也催生了数字经济。数字经济发展之快、影响范围之广，推动着生产生活方式发生深刻变革。党的二十大报告提出，要“加快发展数字经济，促进数字经济和实体经济深度......,区块链; 采购文件; 人工智能技术;
“吊打”ChatGPT!GPT-4在多项考试中表现亮眼,高腾,中国科学报,2023-03-17,报纸,0,380,本报讯 3月14日，GPT-4正式发布。数据显示，它在各种专业和学术基准上与人类水平相当，优秀到令人难以置信。 根据产品白皮书，GPT-4在人类的多项考试中表现出色，包括美国律师考试（Bar）、美国法学院入学考试（LSATs）、SAT的阅读和数学考试、GRE等。 例如，GPT-4在Bar考......,GPT; ChatGPT!GPT-4;
别只盯着ChatGPT了 这波AI浪潮远不止于此,白杨,21世纪经济报道,2023-03-17,报纸,0,722,过去几年，人工智能的发展陷入了瓶颈，在算力、算法、数据等方面都在不断提升的背景下，AI应用却显得不温不火。在ChatGPT出现前，有人悲观地认为，AI领域已经形成巨大泡沫，但现在，AI又呈现出了全新的价值，行业也开始重现百家争鸣的热闹景象。 以ChatGPT为导火索，此前一......,李开复; 基础模型; 第三阶段; 自监督学习; ChatGPT;
文心一言终亮相,杨清清,21世纪经济报道,2023-03-17,报纸,0,301,经过长达一个多月的内测后，3月16日，国内首款对标ChatGPT的产品“文心一言”正式现身。 从现场氛围可见外界的期待。早在发布会正式开始前半小时，容量超百人的现场已几乎座无虚席。一天之前，OpenAI正式发布王炸产品GPT-4全面“秀肌肉”，人们都很好奇，百度的文心一言究竟......,发布会; 李彦宏;
ChatGPT-4引发新一轮热议,张心怡,中国电子报,2023-03-17,报纸,0,396,北京时间3月15日凌晨，OpenAI发布了多模态大模型GPT-4，并迅速引爆全球舆论。GPT-4的前代产品，正是训练出上线两个月狂吸1亿粉的ChatGPT大模型GPT3.5。而GPT-4不仅较GPT3.5全方位升级，还开放了对图片的处理能力，瞬间引发了全球用户对于未来工作方式的畅想，以及对于人与科......,GPT; 语言模型; ChatGPT-4; Azure; 自然语言文本; 人工智能; 新一轮;
ChatGPT介入思想政治教育的技术线路、安全风险及防范,王少,深圳大学学报(人文社会科学版),2023-03-16 15:46,期刊,0,3203,ChatGPT基于跨模态深度学习模型获取了参与思政教育对话的能力，从而在现实中直接实现思政主客体与人工智能的交流。具体而言，依托特征关联技术精确识别思政教育问题和答案的对应机理后，ChatGPT通过反馈强化学习机制，在与思政主客体互动交流中，聚合语料知识，转化数据意义，生产文本内容，修正并输出答案，实现对思政教育的技术介入。然而ChatGPT介入后所生产出的思政教育话语却导致了主客体关系失衡、主体间性的推测性价值解构和主体情感功能消解等问题。ChatGPT的技术瑕疵以不能准确分辨信源真伪和不能充分理解语言内涵为甚，两大瑕疵对输入输出内容的影响可能会强化思政教育客体对主流意识形态的错误认知，并破坏客体已经成型的符合主流意识形态的认知结构。由于对ChatGPT的不当利用会导致意识形态渗透和错误思潮传播等安全风险，因此思政教育主体应积极解析ChatGPT的底层算法技术，研究其生产思政话语的规律和特点，建构正向的思政传播与接受机制，使思政主客体由被动适应技术介入转向主动识别智控技术，从而实现守正创新、立德树人的教育使命。,ChatGPT; 思想政治教育; 思政话语; 意识形态; 安全风险; 守正创新;
在享受ChatGPT的便利时，也要看到其挑战,兰顺正,世界知识,2023-03-16,期刊,0,1374,<正>近段时间，人工智能聊天工具ChatGPT在全球范围内掀起一阵“飓风”。ChatGPT全名为Chat Generative Pre-trained Transformer（“聊天生成式预训练转换器”），是美国OpenAI公司研发的聊天机器人程序，于2022年11月30日发布，在短短两个月内便获得1亿月度活跃用户，成为史上增长最快的面向消费者的应用程序。,无
自然语言处理“战国时代”即将到来？,沈湫莎,文汇报,2023-03-16,报纸,0,351,北京时间3月15日凌晨，人工智能初创公司OpenAI公布新一代人工智能语言模型GPT-4。与ChatGPT所用的模型相比，GPT-4不仅能够处理图像内容，而且在回答的细节和表述方面更有价值和人情味。 “这是OpenAI努力扩展深度学习的最新里程碑。”OpenAI在当天的声明中这样表示。鉴于这......,自然语言处理; 语言模型; GPT; 多模态; 战国时代;
知识革命还是教育异化？ChatGPT与教育的未来 网络首发,高奇琦; 严文锋,新疆师范大学学报(哲学社会科学版),2023-03-15 16:58,期刊,0,3238,ChatGPT具有“大力出奇迹”的暴力美学特征，以其为代表的通用大模型正在对教育领域产生深远影响。通用大模型作为一种代具性技术，能对学习者进行“武装”并缩小知识弱势者与他人的差距。同时，作为一种超级工具，通用大模型有望掀起新一轮知识革命。但通用大模型蕴含巨大的破坏性效应，将给教育带来紧迫的异化危机。通用大模型的灌输性输出与教育庸俗化紧密勾连，在这一情境下，学习者可能面临认知结构的浅薄化与认知思维的同质化等风险。通用大模型使用中的身体离场现象可能吞噬学习共同体，使学习者难以与身边的人和事物建立真实有效的交往关系。通用大模型的对话式学习模式可能带来教育价值的坍塌、新型数字权威体的崛起、平台资本的意识殖民化等风险。未来，需要根据不同情境采取辩证性行动，积极发挥通用大模型对教育生态的正向支持功能。,ChatGPT; 通用大模型; 知识革命; 教育异化;
ChatGPT模型引入我国数字政府建设：功能、风险及其规制 网络首发,周智博,山东大学学报(哲学社会科学版),2023-03-15 15:14,期刊,0,2488,数字政府建设关涉国家治理体系与治理能力现代化，面对ChatGPT模型这一重大技术性突破，切实发挥其在我国数字政府建设之中的作用具有重要意义。在数字政府中植入ChatGPT模型，必须厘清技术赋能、技术风险以及技术规制之间的逻辑关联。ChatGPT模型能够推动数字政府的亲民化、高效化和智能化发展，但同时也可能引发国家层面的数据主权安全风险、政府层面的行政公共性解构风险以及个人层面的数据权利侵犯风险。规范ChatGPT模型的技术应用，需要推动ChatGPT数据的分类分级，完善ChatGPT模型的责任链条，明确国家对公民数据权利的保护义务，强化国家对ChatGPT技术的引导与研发。,数字政府; ChatGPT模型; 技术赋能; 数据权;
ChatGPT如何推动智能网联商用车一路狂飙,甄文媛; 李雅静,汽车纵横,2023-03-15,期刊,0,420,无,无
ChatGPT如何推动智能网联商用车一路狂飙,甄文媛; 李雅静,汽车纵横,2023-03-15,期刊,0,420,"<正>近期，一款名为ChatGPT的人工智能聊天机器人一经推出便火爆全球，甚至掀起新一轮人工智能技术热潮。已经驶入发展快车道的智能网联商用车，能否在它的加持下升级为“狂飙”模式？哪些机会值得关注？尽管身负市场、双碳、转型升级等重重压力,但已被注入发展新动能的商用车行业在多个细分领域快速成长。作为新技术落地应用的先行官,近年来商用车在智能网联方面稳步前进,迈出转型升级的关键一步。业内普遍认为,",无
ChatGPT：褶子、词典、逻辑与意识形态功能,张生,传媒观察,2023-03-15,期刊,0,1050,ChatGPT为何如此引人注目、如此引人热议？首先从它为何如此受人欢迎入手来思考它的出现，可以让人更好地认识到它与众不同的特点；其次，就是它的知识生产模式所引发的更为广泛的争议。虽然有人认为它的知识生产是一种前所未有的创新，可也有人说它仅仅是一个高级的知识的搬运工或者“剽窃”者。而到底该如何认识这种争议是个不能回避的问题；再次，就是它的对话模式所具有的辩证性的逻辑特点，这被很多国人不屑甚至视为“捣糨糊”的对话“套路”是不是真的只是简单的“洋话痨”的表现，同样值得认真对待；最后，作为一种话语生成机器，它不可避免地与权力和意识形态相关联，并且很有可能成为一台新的“意识形态世界机器”，而这也是值得探讨的话题。,ChatGPT; 褶子理论; 能动的词典; 对话逻辑; 话语权力;
ChatGPT的治理挑战与对策研究——智能传播的“科林格里奇困境”与突破路径,钟祥铭; 方兴东; 顾烨烨,传媒观察,2023-03-15,期刊,0,1187,以ChatGPT为代表的智能传播将带来人类信息传播范式的根本转变，也意味着旧有治理范式的失效和缺失，网络治理进入全新的深水区。ChatGPT作为通用人工智能（AGI）和通用目的技术（GPTs）发展的里程碑，颠覆了以内容为中心的传统大众传播模式和以用户为中心的社交媒体传播模式，迎来了以数据和算法驱动的“暗网式”大集市传播模式，将极大改变现有的传播规则、传播秩序以及传播伦理，是一次社会权力的再转移和再分配，将给科技、经济、社会、政治和国际秩序等各个层面带来重大变革与巨大冲击。本文从传播变革的基础逻辑入手，系统研究ChatGPT背后的传播机制和内在规律，深入分析各层面可能面临的治理挑战，并由此建构未来治理逻辑和制度框架的基础。文章认为，治理的关键在于时机的把握，应根据ChatGPT类应用的主流化进程，探索“先发展，再治理”和“边发展，边管理”两种节奏的灵活组合。而且，技术创新是ChatGPT治理的最终决定因素，中国ChatGPT的发展与治理应建立在不亚于甚至超越美国企业的技术水平和竞争能力之上。,ChatGPT; 生成式AI; 智能传播; AI治理; 科林格里奇困境; 鸿沟理论;
技术的工具性与人的成长性：智能技术进展中的伦理问题——以ChatGPT智能应用为例,顾理平,传媒观察,2023-03-15,期刊,0,1322,智媒时代人工智能技术的快速发展不断丰富着人们对世界的认知，也强化着改造世界的能力。但是，作为工具的技术在其应用过程中，却可能存在某种缺陷。所以，我们在兴致盎然地拥抱新技术的同时，必须对可能存在的问题保持警觉。功能强大的ChatGPT智能应用自2022年11月推出以来，受到了全社会的广泛关注，许多商业资本也跃跃欲试期待着新技术可能带来的巨大商机。但是，我们在为人工智能技术进步新突破欢呼的同时，必须对这种智能应用在失当信息传播、著作权侵权和消解科学精神等方面可能带来的负面影响早做预期，以促使技术发展更好地推动社会的文明和进步。,人工智能; ChatGPT; 科技伦理;
走红的ChatGPT，将会如何重构我们？,陈顺利,现代商业银行,2023-03-15,期刊,0,393,<正>我们需要意识到，ChatGPT技术只是一种工具，它并不能替代人类思维和创造力。虽然ChatGPT技术可以提供很多便利和效率，但它并不能代替人类的思考和判断能力。我们需要继续发扬人类的创造力和智慧，不断推动技术的发展和应用，让ChatGPT技术为人类的工作和生活带来更多的创新和改变。随着人工智能技术的发展，去年十一月底诞生的ChatGPT已成为一种非常流行的语言模型。由于其卓越的表现，ChatGPT很快在许多领域得到了广泛的应用，通过API开放服务给大众使用，例如在线客服、虚拟助手、智能翻译等。,无
概率与反馈:ChatGPT的智能原理与人机内容共创,邓建国,南京社会科学,2023-03-15,期刊,0,442,"ChatGPT作为21世纪第二个十年出现的最新和最强大的人工智能，其原理并没有脱离20世纪中期以来推动人工智能发展的两个重要理论——“信息论(概率)”和“控制论(反馈)”,这两个理论也极大地推动了传播学的发展。ChatGPT的概率性语言分析和拼凑式内容创新自古以来就是人类的文化生产方式，它对今天的“原创作者”制度提出了挑战。未来，ChatGPT会不断学习，变得更具创造性，进而对人类施加更多的创新压力。人类将能以ChatGPT训练伙伴和合作伙伴，不断掀起基于和超越“人工智能生产内容”(AIGC)的新的“浪漫主义运动”,最终变得越来越具有创造性。",控制论; 信息论; 概率; 反馈; ChatGPT; AIGC; 韩炳哲;
ChatGPT“对话”三大行业,,中国商界,2023-03-15,期刊,0,124,<正>在ChatGPT诞生之前，各行各业多年未见如此令人兴奋的场景了。比尔·盖茨公开强调：“像ChatGPT这样的人工智能，与个人电脑、互联网同等重要。”而埃隆·马斯克在使用ChatGPT后的感受是“好到吓人”，他甚至断言，“我们离强大到危险的AI不远了。”在国内，一波ChatGPT创业浪潮以及与其并肩而立的失业焦虑则是汹涌袭来。,无
ChatGPT：挑战、发展与治理,赵精武; 王鑫; 李大伟; 刘艾杉; 周号益,北京航空航天大学学报(社会科学版),2023-03-15,期刊,0,880,2023年，研究机构OpenAI发布的ChatGPT聊天机器人掀起了人工智能的新一轮浪潮。当前，中国正在积极探索人工智能发展的新模式、新路径，在对标ChatGPT大模型的基础上，着力构建开源框架和通用大模型的应用生态。ChatGPT受到了来自法学、数学、计算机科学与技术、网络空间安全、软件工程、语言学、哲学等多个学科的广泛关注，由此引发了如何认识ChatGPT、ChatGPT会给社会带来哪些机遇和挑战、应该对ChatGPT采取何种治理方案等诸多问题。针对上述问题，本刊特邀五位青年学者，从交叉学科视角出发，针对人工智能发展的新趋势及其潜在的技术安全风险，探讨ChatGPT对中国人工智能产业的影响方式和借鉴意义，以期为推动中国人工智能产业良性、高效发展助力。,无
从互联网到ChatGPT:思想政治教育的技术重塑与建构逻辑,卢岚,探索,2023-03-15,期刊,0,0,现代信息技术已经成为型构社会的一个关键性变量，并成为影响自我、与他者展开交往互动和审视日常社会生活的一个重要维度。信息技术发展与社会深刻转型等多变量合围，不仅改变了人类社会的交往形态，也催生了思想政治教育研究的变革。我们考察信息技术与思想政治教育之间的关系，并非仅仅将信息技术作为赋能增权的工具，而是强调二者在深层问题意识层面的内嵌与整合，强调信息技术与思想政治教育之间互嵌的张力和能量的激活，进而使信息技术与思想政治教育在学科逻辑上的对话问题拥有更大的研究空间。因此，我们将思想政治教育理论与实践研究放在现代信息技术视野中加以考察，以周密的逻辑与直击本质的洞见俯瞰思想政治教育的复杂场景，解析信息技术嵌入社会、衔接思想政治教育的机理。同时，我们也要注重在问题驱动与价值理念催生、系统进化与边界重塑、价值引领与技术迭代优化等多重维度与视域上展开理论聚合与分拣，以重塑思想政治教育理论体系。,信息技术; 相互建构; 思想政治教育; 价值理念;
CHATGPT: CHANGING THE GAME,Yuan Yanan,China Report ASEAN,2023-03-15,期刊,0,0,"<正>In November 2022, Open AI, an artificial intelligence(AI) research lab headquartered in San Francisco, launched Chat GPT which quickly attracted global attention. Two months since the release, monthly active users (MAU) of Chat GPT have reached 100 million, making it the app with the fastest-growing user count in history.",无
从ChatGPT看新商机,,企业家,2023-03-15,特色期刊,0,25,<正>2022年11月30日，智能聊天机器人ChatGPT横空出世，在全球范围内形成了热烈讨论，有人称之为知识界的“工业革命”。“一夜蹿红”的ChatGPT，将给人们的生活带来巨大改变。有人预测，ChatGPT将引爆第四次科技革命，带来一场深刻的生产力变革，这场变革将会影响千千万万个企业和企业家。本期专题汇集相关资深专家，对ChatGPT带来的机遇与挑战进行探讨。,无
穿越迷雾，把握当下——ChatGPT引爆AI新时代,王鹏,现代商业银行,2023-03-15,期刊,0,254,<正>回望文明的历程，是科技之光扫荡了人类历史上蒙昧的黑暗，是科技之火点燃了人类心中熊熊燃烧的希望。科技支撑了文明，科技创造着未来。认真过好每一天，或许比对未来不确定性的忧虑更有意义与价值。当总部位于旧金山的人工智能实验室OpenAI发布了一个名为ChatGPT的自然语言生成式模型后，火遍全网，引发热烈的讨论，也给人们带来更深入的思考，有欣喜的正向情绪，也有忧虑的负面担忧。因此，我们将试图以此篇文章正本清源，系统、全面地梳理ChatGPT的实质、特征与影响，并关于应对策略加以讨论。,无
ChatGPT：助攻游戏行业,赵熠如,中国商界,2023-03-15,期刊,0,126,<正>在各行各业忌惮ChatGPT会取代自己的同时，游戏行业可能是最欢迎它的存在了。有了ChatGPT的助攻，游戏行业正在打开体验更丰富、研发更高效的“新世界”。有了ChatGPT的助攻，游戏行业正在打开新世界的大门。,无
ChatGPT:本体、影响及趋势,黄荣; 吕尚彬,当代传播,2023-03-15,期刊,0,0,本文聚焦全球最红应用ChatGPT，围绕ChatGPT是什么、产生了怎样的影响、未来发展趋势如何三大议程开展研究。研究发现ChatGPT是接近通用人工智能（AGI）水平的应用程序；从影响上看，ChatGPT改变了平台运行规则，以提供高质量问答模式成为无中介化媒介，通过巨头布局和OpenAI的商业扩张正逐步走向基础设施化，其初级生态已经形成，web2.0时代的UGC（用户生产内容）、PGC（专业生产内容）、PUGC（专业用户生产内容）正在被消解，AIGC(AI生成内容)利用AI技术自助生产内容，开始蓬勃成长；从趋势上看，机器人世已经出现，走向强人工智能时代成为必然。伦理层面思考反向恐怖谷效应，探索超越阿西莫夫机器人三原则至关重要；技术演进层面，强调负责任的技术创新，倡导有序限制人工智能发展速度。,ChatGPT; 通用人工智能(AGI); 无中介化媒介; 机器人世; 反向恐怖谷效应;
ChatGPT：与金融行业博弈,马文博,中国商界,2023-03-15,期刊,0,282,<正>如果要问近期最火的消息是什么，那无疑是ChatGPT的问世。这款人工智能应用给各行各业带来了冲击，它不仅能够“吟诗作对”，还能编代码写程序，就连行业壁垒甚高的金融业都上了“即将被替代掉的十个行业”名单。,无
ChatGPT——最智能的聊天机器人程序,蔡剑媚,教学考试,2023-03-15,特色期刊,0,4,"<正>AI bot ChatGPT—the Most Intelligent Chatrobot Professors, programmers and journalists could all be out of work in just a few years, after the latest chatbot from OpenAI stunned onlookers with its writing ability, proficiency at complex tasks, and ease of use.",无
我们和火爆全网的ChatGPT聊了聊汽车行业,陈琦,汽车与配件,2023-03-15,期刊,0,175,<正>由人工智能实验室OpenAI研发的ChatGPT，大概是编辑部首次寻觅到的非人类受访者。ChatGPT表示，在汽车产业中，它可以作为一种辅助工具，协助汽车销售与客服人员，通过提供客户信息和帮助客户解决问题来提高效率。“不过，作为一种人工智能，我不能完全替代人类工作，因为人类仍然是最具判断力和创造力的生物。”,无
ChatGPT：引领零售业变革,马文博,中国商界,2023-03-15,期刊,0,77,<正>最近，美国人工智能研究实验室OpenAI开发的聊天机器人模型ChatGPT席卷全球。从写论文到写情书，从金融分析到诗歌创作……高度智能化的ChatGPT仿佛无所不能，引发了“人工智能将如何改变世界”“人工智能会取代人类吗”等热议。那么，对于零售业来讲，神通广大的ChatGPT能带来怎样的改变呢？,无
通用人工智能(AGI)的技术、应用及安全问题：以ChatGPT为例,郝国强; 李星莹; 杨琴,传承,2023-03-15,期刊,0,86,"随着人工智能(AI)技术的快速发展，通用人工智能(AGI)技术正在快速崛起。文章以ChatGPT为例，描述通用人工智能技术与ChatGPT崛起的内在逻辑，认为它有助于消除“技术鸿沟”,推动计算平权，具有划时代意义。通用人工智能技术将打破“摩尔定律”的禁锢，以“季度定律”为主导，或以数倍于半导体行业速度快速发展。ChatGPT首创的半营利模式暂时取得了商业运营和技术创新之间的平衡。AGI技术的核心方法包括监督学习、增强学习、多任务学习等，已广泛应用于教育、医学、学术研究和人工智能生成内容(AIGC)等领域。但是，AGI技术存在数据安全问题、伦理问题和社会问题等。该文针对构建可信AI提出保护用户隐私、建立可信AI认证体系和加强消费者教育三条建议。",ChatGPT; 通用人工智能(AGI); 安全问题;
ChatGPT拉开AI新时代帷幕,黄实; 张文帝; 杨雅清,中国电信业,2023-03-15,期刊,0,4,<正>AIGC成果备受关注近期，人工智能研究公司OpenAI发布的ChatGPT备受关注。ChatGPT以“聊天机器人”的身份问世，近期因为协助办公能力和改变人类生产工作模式的潜力而广受期待。目前，ChatGPT已成功通过谷歌的编程面试，拿到年薪18.3万美元的L3（谷歌的入门级别）offer；通过沃顿商学院MBA的期末考试，获得B到B-的综合成绩，在某些问题上甚至给出A+级别的回答。,无
赵国栋：ChatGPT或将引爆第四次科技革命,郑仙蓉,企业家,2023-03-15,特色期刊,0,57,<正>互联网深刻改变了人们的生活。面对海量信息，以及互联网固有的延异属性，现代人必须创造一个更先进的工具和方法来处理信息、管理知识。2022年11月30日，全新聊天机器人模型ChatGPT应运而生。ChatGPT呼啸而来，搅动了人工智能业的一池春水，也将给人们生活的方方面面带来巨大改变。同时，ChatGPT的出现，将带来一场深刻的生产力变革，而这场变革会影响千千万万个企业和企业家。,无
ChatGPT的媒体应用,刘伊纯,企业家,2023-03-15,特色期刊,0,55,<正>开始部署人工智能设备美联社（AP）将为密歇根、波多黎各等地方新闻媒体部署5台人工智能设备，帮助地方新闻编辑部提升自动化和人工智能技术水平。这些设备具有自动提取公共会议提要、自动翻译新闻预警等功能，可以为新闻的商业模式运作提供更加长久的支持。措施主要包括：为明尼苏达报纸《布雷纳德电讯报》建立将公共安全事件自动写入内容管理系统的设施；,无
ChatGPT：助力高等教育变革与创新型人才培养,沈超,国家教育行政学院学报,2023-03-15,期刊,0,265,<正>近年来，人工智能技术的快速发展正在为各个领域带来深刻变革，高等教育领域也不例外。在众多人工智能技术中，ChatGPT作为基于GPT-3.5架构的大型语言模型，在社会层面的新兴发展将会对高等教育产生深远影响。本文重点从ChatGPT对高等教育变革以及创新型人才培养的影响两个方面进行探讨。,无
抢抓ChatGPT发展机遇 助力成都人工智能产业建圈强链,张宇,先锋,2023-03-15,期刊,0,32,<正>新一代人工智能在世界范围内蓬勃兴起，已成为经济发展新引擎和国际竞争新焦点。随着“弱人工智能”向“强人工智能”的发展，超大规模预训练模型（即Chat GPT）在生成式人工智能领域快速渗透，形成了以Chat GPT为雏形的“通用人工智能”产品。在今年全国两会上，科学技术部部长王志刚说，Chat GPT之所以引发关注，因为它是一个大模型、大数据、强计算，有很好的计算方法。,无
ChatGPT对教育的多重变,夏立新,国家教育行政学院学报,2023-03-15,期刊,0,229,"<正>世界数字教育大会的顺利举办预示了人工智能技术与教育深化融合的未来之路，新一轮科技革命和产业转型加速推进并深刻影响着教育的发展，人工智能技术正快速渗入教育领域的教、学、管、评以及研究等各个层面，形成全新的数字教育生态。人工智能内容生成技术（AI Generated Content, AIGC）快速发展，在绘图、编程、写作等领域展现出惊人的能力，被Science评为2022年度科学十大突破之一。",无
从ChatGPT爆火看人工智能大势,胡滨雨,中国电信业,2023-03-15,期刊,0,5,<正>开放注册两个月用户数破亿，ChatGPT火爆的背后是人工智能算法、算力和数据的再一次融合升级。现象级的ChatGPT带动人工智能第三次浪潮的再次飞跃和各国、各企业的AI竞赛。在人工智能领域，全球目前尚未形成绝对主导的技术依赖和产业生态，我国的新型举国体制如能发挥更大的作用，将给AI的发展提供极为有力的支持。中国人工智能从0到1的技术突破需要沉下心来长期深耕、从1到100的商业化则需要完整的产业生态和市场化企业低成本的商业破局。,无
AI的进步与人的后退——ChatGPT引发的担忧,李白咏,中国电信业,2023-03-15,期刊,0,0,<正>ChatGPT是当前人工智能领域的热词。在与其“聊天”的过程中，无论谈论什么领域的内容，这款源自美国旧金山的人工智能聊天机器人似乎都能够撰写出像模像样、言之有物的文本。目前来看，ChatGPT的成功无疑是“出圈”的，社交媒体上已经出现了大量与之相关的内容，人们纷纷晒出了自己与这款划时代的聊天机器人之间的“聊天记录”，或是惊叹于回答内容的丰富性，或是调侃其中包含的低级错误，或是利用它来提升工作效率等。从应用表现来看，,无
未来社会是非智力因素的竞争——写在ChatGPT新纪元之际,钱志亮,教育家,2023-03-15,特色期刊,0,81,<正>教育是什么？美国著名心理学家斯金纳曾在《新科学家》杂志上发表过这样的言论“：当把学校教给的一切知识都忘记之后，剩下的就是教育。”后来，爱因斯坦引用了这段话，他是这样说的“：我们的生活就是运用剩下的内容去思考，去迎接并战胜困难，去开创我们的事业，去追求我们的美好生活。”那么，“剩下的”是什么呢？在ChatGPT对教育提出严峻挑战之际，我们可以看出“剩下的”就是学习力，即诱发学习的注意力和好奇心、驱动学习的主动性和积极性、保障学习的决断力和习惯、维持学习的自觉性和坚持性、优化学习的计划性和条理性。,无
ChatGPT带来的机遇与挑战,编者,企业家,2023-03-15,特色期刊,0,119,<正>ChatGPT是人类迎来的一场新技术革命，它正在对哪些工作岗位造成影响？会导致哪些行业消失？哪些公司急需因此转型？小公司如何抓住ChatGPT的机会逆袭？2023年2月15日，由北京险峰长青投资咨询有限公司（以下简称险峰投资）主办的ChatGPT圆桌论坛在线上举行，主持人为险峰投资副总裁李抗。本期特刊发论坛嘉宾发言摘要（内容有删节，未经本人审阅）。,无
ChatGPT会替代人类工作吗,陈思进,法人,2023-03-15,期刊,0,460,"<正>ChatGPT这一现象级产品横空出世以来，在全球范围内热度居高不下。科技巨头掌门人和商界大佬均在公开场合表达对人工智能（AI）进展的看法，尽管褒贬不一，但均认为该领域风险和机遇并存。据央视财经微博2月27日消息，美国《财富》杂志网站报道，2月初，一家提供就业服务的平台对1000家企业调查显示，近50%的企业表示“已经在使用ChatGPT”,30%的企业表示“有计划使用”。而在已经使用ChatGPT的企业中，48%已经让其代替员工工作。",无
人工智能助力廉政建设的可能性前瞻,杜治洲,人民论坛,2023-03-15,期刊,0,151,在人工智能技术已经普遍应用于政府治理和社会治理实践的背景下，ChatGPT的出现也将对廉政治理产生广泛而深远的影响，给反腐败工作带来巨大的机遇和严峻的挑战。ChatGPT能够大幅提升廉政治理决策的科学性、预防腐败制度的严密性、腐败查处的及时性和廉洁教育的有效性。同时，高效的信息搜索可能为“想腐者”提供大量的腐败机会和高明的腐败手法，便捷的信息生产可能刺激“已腐者”对抗查处，对技术应用的过度依赖可能弱化廉政治理的主观能动性和创造性。未来应充分发挥ChatGPT对廉政治理的增效功能，推进廉政治理数据的有序开放，加速中国版ChatGPT的研发，强化对人工智能技术的安全审查。,ChatGPT; 人工智能; 廉政治理; 反腐败;
聊天机器人会影响文明发展吗？,孙瑜,天津日报,2023-03-15,报纸,0,252,时下，由人工智能公司OpenAI研发的通用聊天机器人ChatGPT，以强大的文字处理和人机交互功能迅速成为炙手可热的新一代人工智能产品。与此相关的多个话题持续登录各种热搜头条。种种迹象表明，以ChatGPT为代表的人工智能已经逐步影响到人类生产和生活的方方面面。从古至今，科......,人工智能技术; 伦理挑战; GPT; 人类智能; 聊天机器人; 智能体;
