题名,作者,来源,发表时间,数据库,被引,下载,摘要,关键词
葛根芩连汤干预糖尿病前期大鼠肠道菌群产物短链脂肪酸的研究,姜璎娜,江西中医药大学,2020-06-01,硕士,2,506,"目的:高脂血症(HLP)是常见的脂质代谢性疾病,可促进胰岛素抵抗的发生,进而发展成2型糖尿病(T2DM)。研究表明,肠道菌群代谢产物短链脂肪酸(SCFAs)在糖脂代谢方面起到举足轻重的作用,因此,调节SCFAs或许能有效预防2型糖尿病的发生发展。本研究采用临床上治疗肠道湿热型2型糖尿病疗效显著的葛根芩连汤(GQD)对HLP大鼠模型进行干预,在明确GQD降脂作用的基础上,探讨其对产SCFAs肠道菌群的调控作用,从而明晰GQD预防糖尿病发生的作用机理。方法:1、给予大鼠脂肪含量60%高脂饲料建立肥胖型HLP模型,造模成功后GQD干预治疗11周,采集各时间点体质量、体长并计算Lee’s指数,检测血脂(TG、TC、HDL-C、LDL-C),空腹血糖(FBG)及空腹胰岛素(FIns),计算胰岛素指数(IR),进行多元线性回归分析;2、建立气相色谱法(GC)检测SCFAs方法学,检测四个时间点(给药前、给药5周、给药7周和给药11周)乙酸、丙酸和丁酸的含量,并计算SCFAs比值;3、肠道菌群16S rRNA V3-V4区域测序,通过R语言采用Two-part模型对血糖血脂、SCFAs表型与肠道菌群OTU水平进行关联分析;4、采用PICRUSt软件对肠道菌群数据进行潜在的微生物基因功能和KEGG代谢通路分析。结果:1、造模5周后,与空白对照组比较,高脂饮食组体重和Lee’s指数显著升高(P<0.01);高脂饮食组TC、TG和LDL-C都显著高于正常组(P<0.01),显示HLP大鼠造模成功。与模型组相比:给药5周后,阳性药辛伐他汀组、高、中和低三个剂量的GQD对高脂饮食大鼠的TG均有显著性降低作用(P<0.01),GQD高、低剂量组TC含量也显著降低(P<0.05);给药7周后,GQD高、中和低剂量组大鼠TC和TG均有显著降低(P<0.05),GQD中剂量组HDL-C降低(P<0.05);给药11周后,GQD高、中和低三个剂量组大鼠的TG均显著降低(P<0.01),GQD中剂量组大鼠TC显著降低(P<0.05),同时,模型组FBG出现显著升高(P<0.05),而高剂量的GQD对其具有显著降低作用(P<0.05),各给药组对LDL-C、FIns、IR指数等指标则无明显影响(P>0.05)。多元线性回归分析结果显示,给药前和给药11周的BW、BL、Lee’s、TC、TG、HDL-C、LDL-C、FBG、FIns均与胰岛素抵抗指数呈相关性。2、与空白对照组比较,模型组乙酸、丙酸、丁酸含量在4个时间点均有显著性下降(P<0.05);与模型组比较:给药5周后,GQD中、低剂量治疗显著提高了粪便中乙酸含量,GQD低剂量提高了粪便中的丙酸含量;给药7周后,GQD中、高剂量显著提高了粪便中乙酸含量,给药11周后,GQD低、中、高剂量组盲肠内容物中乙酸含量均有下调趋势,GQD中、高剂量显著降低了盲肠内容物中丙酸含量,GQD三个剂量均显著降低了盲肠内容物中丁酸含量;与空白对照组比较,模型组大鼠乙酸/丙酸的比值显著降低(P<0.05),而丙酸/丁酸,乙酸/丁酸含量显著上升(P<0.05),GQD中剂量表现出更好的药效作用,使乙酸/丙酸显著上调(P<0.01),丙酸/丁酸显著下调(P<0.01)。3、鉴定了与血脂(TC、TG)相关的OTU分别有23个和13个;与血糖相关的OTU有43个;TC、TG共享OTU有3个(OTU559、701和135)分别注释为g＿norank＿f＿Peptococcaceae,g＿Anaerotruncus＿f＿Ruminococcaceae和g＿Peptoclostridium＿f＿Peptostreptococcaceae,其中OTU135也为血糖共有。与SCFAs(乙酸、丙酸和丁酸)相关的OTU分别为62个、77个和65个,其中36个OTU为SCFAs共享。4、在Level 2水平,总共鉴定到了7、3和2个KEGG通路与乙酸、丙酸和丁酸分别呈正相关,鉴定了3、25和28个KEGG通路与乙酸、丙酸和丁酸分别呈负相关;在Level3水平,总共鉴定到了40、28和22个KEGG通路与乙酸、丙酸和丁酸分别呈正相关,鉴定了23、173和173个KEGG通路与乙酸、丙酸和丁酸呈负相关(FDR<0.05)。结论:1、使用60%高脂饲料喂养大鼠可以建立快速稳定HLP大鼠模型;GQD对大鼠血脂(TG、TC)具有下调作用,GQD高剂量可防止血糖升高,具有预防胰岛素抵抗产生的作用。2、GQD可以通过调节SCFAs构成比来降低HLP大鼠患糖尿病风险。3、与SCFAs相关菌体现出多重作用,包括益生菌、致病菌和条件致病菌。4、SCFAs影响肠道菌群的潜在KEGG通路包括脂质代谢、氨基酸代谢、碳水化合物代谢、核苷酸代谢等其他相关通路。",葛根芩连汤; 糖尿病前期; 高脂血症; 肠道菌群; 短链脂肪酸; R语言; KEGG; 刘红宁; 中药学 年期：2021年第05期网络出版时间：2021-04-16——2021-05-15
大数据时代下电视产品的营销推荐研究,沈若男; 樊璐璐; 王文佳; 刘鹏飞,生产力研究,2020-03-15,期刊,0,190,"互联网技术的快速发展为传统广播电视媒介带来了新的机遇和挑战。文章在这一背景下采用了基于内容的协同过滤算法,对电视产品的文本信息分别进行jieba分词、建立了TOPSIS评价模型和余弦相似度模型,求出了爬虫的信息矩阵与每位用户观看节目的综合评价值之间的相似度;然后采用了基于用户的协同过滤算法,以电影产品为例,采用Python软件将55个电影产品的标签与爬虫得到的电影数据的标签进行连接,计算55个销售产品的标签,与用户的标签的相似度,为用户做出推荐,促进电视媒体营销的发展。",协同过滤; jieba分词; SVD降维; 余弦相似度;
Spark集群中还贷问题的逻辑回归模型研究,刘黎志; 彭贝,武汉工程大学学报,2020-03-02 15:32,期刊,1,263,"在Spark集群环境下,通过Sparklyr调用MLib中的并行逻辑回归算法对大规模抵押贷款数据的训练集进行监督学习,使用R语言建立一个预测客户是否会如期归还贷款的逻辑回归分类模型。为了研究该模型的可信性以及获取效率,本文补充了伪判定系数、分类评价指标、测试集性能几个指标对模型可信性进行评价,并判定了模型的可信性。在获得了可信模型的基础上,实验结果表明:当数据量增加到一定阈值后,在集群环境下使用并行的算法获得逻辑回归分类模型的速度要优于对应的串行算法。",Spark集群; 逻辑回归; R语言; 大数据;
关系数据模型中函数查询的结构特征,吴文莉; 刘国华,智能计算机与应用,2019-12-07 18:11,期刊,0,106,"函数查询是大数据分析应用中重要的一种操作,如何准确、高效地得到查询结果是大数据环境下函数查询亟待解决的问题,函数查询的结构特征是解决该问题的基础。目前,大数据中可执行函数查询的数据模型以关系模型为主导,因此,本文重点研究关系数据模型中函数查询的结构特征。首先,对经典关系数据库中属性进行了扩充定义,在此基础上,给出函数查询的形式化定义,并用一阶语言描述函数查询,最后,证明了函数查询具有一阶查询层次结构特征。",大数据; 关系数据模型; 函数查询; 查询结构;
大数据时代的语言学习研究——兼论Google翻译学习案例,谢小平; 周利敏,教育学术月刊,2019-11-15,期刊,4,674,"随着""第三次语言学习革命""的到来,大数据对当前和未来学习产生了重要影响。大数据为学习者提供了量身定制的语言学习、数据跟踪、在线物理学习资源、学习活动分析、学习资料库和大数据分析等服务,大数据个性化学习模型分为数据分析师、语言分析技术、智能语言学习、在线服务、大数据学习过程和社会媒体学习等维度,开放大数据学习框架由巨量学习视频、可视化学习、多模态数据融入、大数据学习模式、大数据学习过程和探索学习模式等构成。Google神经网络学习是大数据学习与人工智能结合的典型,其引进的""统计机器学习""是一种新型的数据分析技术。大数据时代的语言学习具有人工智能化、""三位一体""、开源趋势和多元学习策略等优势,但也存在不准确性、数据噪声、隐私、过度依赖统计和大数据技术等陷阱。但毋庸置疑,新型的大数据学习模式具有语言样本大、语域广、个性化和智能化等特征,不仅为学习者提供了准确、全面与动态服务,还为学习者提供了""高度智慧策略"",它已成为学界和教育界研究的重大议题。",语言学习; 人工智能; 智能语言; 大数据;
基于Hadoop的农产品市场交易的大数据分析,丁慧娟,贵州财经大学,2019-06-01,硕士,3,461,"大数据技术改变了人类的生活,为处理生活中的问题带来了极大的便利。我国农产品市场交易一直处于不稳定状态,尤其对于农产品的价格来说浮动比较大。在实践中,随着时间的增长数据量积累增多,农产品市场交易数据呈多样性,传统数据库对于庞大数据存储存在缺陷,导致部分数据丢失,数据统计不准确。大数据技术弥补了传统数据库存储的不足,能够处理海量的数据,不再仅限于单台机的操作,通过集群的方式扩大了可处理数据的数据量,大数据技术还解决了数据类型存在不同形式的问题。大数据技术还可以对数据进行实时采集、处理,处理的过程中是并行处理,并行处理优势在于能够提高数据处理的速度,海量的数据处理能够大大的缩减数据操作时间,实时的数据处理能够及时提供准确的数据分析,进行决策。大数据技术提供精准的预测分析,为农产品市场交易在贸易中赢得了竞争的关键。利用大数据技术的优势,本文运用大数据技术对数据进行了处理。本文大数据技术主要是基于Hadoop平台对农产品市场交易进行海量数据处理分析,Hadoop平台的核心是MapReduce和DHFS。在本文的数据存储过程中,HDFS对农产品市场交易价格数据进行了分布式存储;为了简化系统操作过程,在hadoop平台上增添了HBase模块,能够对数据进行随机、实时的读写操作,在数据的预测结果中运用HBase完成了数据结果存储操作;在数据处理中,MapReduce对数据进行了处理,通过map()和reduce()两个函数完成了数据处理;同时在Hadoop平台添加了Hive模块,在进行数据抽取时,Hive利用SQL查询简化了数据抽取的过程。为了能够对数据更为直观的分析,在Hadoop平台上加入了R语言,构成了Hadoop在农产品市场交易数据分析中完整的Hadoop+HBase+Hive+R语言开发平台,R语言使数据的建模过程更为简单,利用R语言的可视化特性,本文通过折线图对数据进行直观分析。同时,本文运用ARIMA模型和指数模型在搭建的平台上进行了模型分析,对ARIMA模型和指数模型进行了建模和模型预测,根据本文的抽样数据与预测数据编程计算出模型精度,通过精度分析以及数据的折线图分析验证了ARIMA模型对辣椒交易价格中长期预测为较好预测模型。通过模型的预测,可以运用在农产品市场交易大数据分析中。根据不同模型的预测特点,找出合适模型对农产品市场交易做出中长期或短期的预测,通过中长期或短期预测,做出合理的分析,对农产品的贸易以及政府调控农产品培育做出合理决策。",大数据; 农产品交易; Hadoop; R语言; ARIMA模型; 指数模型; 陈建中; 计算机应用技术 年期：2020年第03期网络出版时间：2020-02-16——2020-03-15
Paraxle：一种面向大数据和科学计算的高性能领域特定语言,李智博,华南理工大学,2019-04-15,硕士,0,103,"在大数据时代,面向大数据、科学计算、人工智能的算法和应用不仅需要强大的计算机算力作为基础,还需要高效且易于使用的编程模型作为硬件资源与编程者交互的媒介。目前,面向大数据和科学计算等领域的编程框架往往较为复杂,对于不具备计算机专业知识的使用者是难以上手的,不利于交叉学科的持续蓬勃发展。领域特定语言是专注于特定应用领域的计算机编程语言,具有语法简洁、表达性强等特点。Axle是面向科学计算的领域特定语言,提供了大数据、科学计算的一系列基本功能。基于大数据时代对更优编程模型的内在需求,本文提出在Axle的基础上进一步扩展其功能,研究面向大数据和科学计算领域的高性能领域特定语言——Paraxle。Paraxle对Axle进行了多方面的扩展。针对Axle中部分可并行化的功能,Paraxle实现了这些功能的并行化,提高了执行效率。由于Axle仅提供了少数大数据方面的算法,Paraxle在回归、分类、聚类等方面进行了扩充,增加了多个算法的实现。Axle不具备异构计算的功能,然而在大数据时代,异构并行计算有着重要作用,基于此Paraxle将OpenCL与Axle相结合,实现了面向异构计算的线性代数、模拟等功能,同时将上述实现封装成易于使用的编程接口,使得不具备OpenCL背景知识的用户也能轻易获取到异构计算带来的加速。此外,Paraxle基于Akka实现了部分算法的并行化,同时为基于Akka的集群计算提供了方便的编程接口。本文基于Paraxle实现了高斯过程回归算法并且与高斯过程回归的伪代码进行对比,充分反映了Paraxle编程的简洁性和直观性。本文的实验从可用性和性能两方面对Paraxle进行了仔细深入的测试与分析,实验结果表明Paraxle对Axle的扩展达到了预期效果。相比于Axle,Paraxle具备了异构计算的功能,并且具备在更多大数据场景中应用的潜力。此外,由于Paraxle是基于Scala的嵌入式领域特定语言,Paraxle强大的类型系统为今后的进一步扩展优化提供了广阔的空间。",高性能计算; 大数据; 领域特定语言; 编程模型; 何克晶; 计算机科学与技术 年期：2020年第01期网络出版时间：2019-12-16——2020-01-15
基于改进云模型的语言偏好信息多属性大群体决策方法,徐选华; 吴慧迪,管理工程学报,2018-01-15,期刊,50,1212,"针对具有语言评价标度、属性权重未知、专家权重未知的多属性大群体决策问题,提出了基于改进云模型的语言偏好多属性大群体决策方法。该方法首先提出了一种改进的云生成方法,将语言值转化成正态云模型;然后在偏好信息已知的情况下,用熵权法确定属性权重;在此基础上,提出了一种基于泛概念树的云模型聚类的方法以确定成员权重;最后通过一个算例验证了方法的合理性和可行性。",云模型; 语言偏好; 多属性; 大群体决策;
基于分布式架构的智能学术大数据存储与挖掘,罗希意,上海交通大学,2018-01-10,硕士,2,107,"科学研究是提高社会生产力和国家综合国力的战略支撑。在全世界范围内,每年在计算机科学、基础科学、医学、经济学和社会学等一系列学科领域都会产出数以百万计的知识文献,呈爆发式增长势头。同时伴随着因特网的快速发展与普及,使得知识文献的传播和共享变得非常容易,由此进入到学术大数据时代。面对如此广袤的学术信息资源,如何对其进行智能的存储与挖掘,是一项尤为重要的工作,主要涉及到数据库系统、分布式计算和机器学习三个计算机科学领域的综合应用。本课题以国内学术搜索系统AceMap(亦称PaperBook)作为研究对象,通过设计关系型数据表以存储学术实体及其逻辑关系,针对系统存在的性能瓶颈提出了两种SQL查询的优化方法(分别基于传统关系型数据库和分布式架构下的系统环境),最后探索了基于分布式架构的机器学习框架在AceMap系统中的应用。本学位论文的主要贡献包括:·应用Window Functions机制(Partitioning分区、Ordering排序、Framing分帧)对AceMap系统中存在的大量分析型SQL查询进行了优化。实验结果表明,该优化能够在一定程度上提高系统性能,最高能够减少18.6%的查询执行时间。·完成部分学术大数据到Hadoop分布式文件系统的同步迁移,应用SQL-on-Hadoop技术框架SparkSQL执行复杂查询。同时,结合数据规模和分布式集群的结构,对Spark集群的核心参数(Spark执行器相关)进行调优。实验结果表明,该优化能够大幅度提高系统性能,最高能够减少93.9%的查询执行时间。·应用分布式机器学习框架Spark MLlib对学术主题进行了挖掘,拓展并提高了AceMap系统知识发现的能力。",关系型数据库; 结构化查询语言; 窗口函数; SQL-on-Hadoop; SparkSQL; 机器学习; 王新兵; 计算机科学与技术 年期：2020年第02期网络出版时间：2020-01-16——2020-02-15
入境国际航行船舶外来病媒生物风险评估研究及应用,裘炯良;卢厚林;周力沛;孙志;郑剑宁,中华卫生杀虫药械,2017-06-20,期刊,2,127,"目的应用随机森林模型法评估研究入境国际航行船舶携带输入外来病媒生物的风险。方法以中国第2大港、世界第5大港的宁波港作为研究范围,以2014年到港的国际航行船舶为研究对象,对6 051艘次船舶的33项指标展开调查,采集数据信息。对数据进行清洗及变量筛选后应用R语言编程实现随机森林模型法建模训练,并以所建模型预测新到港的1 333艘次船舶外来病媒生物携带风险。结果经过变量筛选,船舶总吨、净吨、船龄、货物种类等8个变量对入境国际航行船舶上是否可能携带外来病媒生物的风险预测有重要意义;最优模型是决策树节点变量数=3,决策树数量=500的随机森林模型;通过该模型预测船舶携带外来病媒生物风险与实际检疫结果的符合率达到81.17%,预测效果良好。结论针对高度不确定的非线性系统,应用随机森林模型法可实现更加精确的预测功能,为国境卫生检疫风险评估及预警方面的研究及应用提供理论基础。",随机森林; 外来病媒生物; 风险预测; R语言; 大数据;
基于Hadoop平台的图书馆读者兴趣分析与导向系统模型的建立,于红蕾,长春工业大学,2017-06-01,硕士,3,388,"近年来,特别是党的十八大以来,在创新驱动国家战略的引领下,在大众创业,万众创新的大时代背景下,互联网+高校信息化管理成为了炙手可热的话题。作为学校信息数据量巨大的部门——图书馆,随着移动网络、大数据、云计算以及物联网等新兴技术的逐渐成熟和高校对图书馆信息化的日益重视,已经对越来越多的图书资源实现了信息化管理,并且使其呈现出了功能多样化的百花齐放的局面。广大师生在图书馆检索查阅过程中会产生非常大的数据量,这些数据正是我们对读者的阅读和检索兴趣进行深入分析的依据。值得注意的是,读者的检索多样化和读者兴趣分析及图书应用推荐智能化需求也为图书馆带来了巨大的挑战:一方面,单一的服务器外加磁盘阵列架构的图书馆智能化硬件设施已无法适应大量的数据检索分析及存储的需要,并且,以上硬件存在成本较高和难以适应大数据时代需求的缺点;另一方面,当前对高校的图书馆借阅流通数据的分析方法仍旧停留在对各种单一指标对象的分析上,分析得不够全面;最后,现行的读者兴趣分析只是得出了一个统计结果,而不是能将统计结果进一步转化为对学校图书馆如采购等其他工作产生直观指导的数据。为解决以上问题,通过对长春某大学及其周边部分省属高校图书馆进行数据分析与实地调研,结合大数据理论,结合导师的研究方向和相关横向课题,在深入研究Hadoop大数据技术的基础上,建立兴趣分析和导向模型可以对高校图书馆信息化建设的研究起到一定的借鉴作用。本文主要在以下四方面展开研究:一是将Hadoop大数据技术与C#语言数据分析技术应用于读者兴趣分析与导向分析工作中,同时为了解决大数据存储与运算的高成本问题,本文选择了成本较低的Microsoft Azurez作为服务器群,用来构建Hadoop数据平台;二是利用NoSQL分布式数据库和HBase数据库对图书馆读者借阅检索日志(图书电子资源访问来源)进行分析,通过日志分析,实现了对图书馆电子资源的使用信息进行监控、优化;三是通过对读者的文献借阅的历史数据进行挖掘,构建文献推荐模型框架;第四,将文献推荐模型框架生成的图书推荐列表进行转化,最终为采编部生成采购清单。本论文实现了以下三个方面的创新:一是将现流行的Hadoop大数据分析技术引入了较为传统的高校图书馆读者兴趣分析与导向工作中,实现了在廉价的计算机上构建文献借阅分析集群平台,充分利用微软的云平台,使海量文献借阅信息的分布式存储问题迎刃而解。二是在数据分析方面,将C#编程语言引入Hadoop框架,为兴趣分析与导向模型的建立提供了高效、直观的数据分析方案,把读者的借阅历史数据进行大数据分析与比对,最终实现针对读者的个性化推荐,进而为图书馆的馆藏图书建设、馆内图书资源结构调整提供强有力的决策支持。第三是实现了个性化推荐图书,为图书馆的图书采购部采购图书提供参考。",大数据; Hadoop; C#语言; 读者兴趣分析; 用户导向推荐; 胡明; 计算机科学与技术 年期：2018年第01期网络出版时间：2017-12-16——2018-01-15
入境国际航行船舶外来医学媒介生物风险评估研究及应用,裘炯良; 孙志; 王军; 郑剑宁; 杨定波,中华卫生杀虫药械,2017-04-20,期刊,0,92,"目的应用支持向量机模型法评估研究入境国际航行船舶携带输入外来医学媒介生物的风险。方法以中国第2大港、世界第5大港的宁波港作为研究范围,以2014年到港的国际航行船舶为研究对象,对834艘媒介生物阳性船舶和2 151艘媒介生物阴性船舶的33项指标展开调查,采集数据信息。对数据进行清洗及变量筛选后应用R语言编程实现支持向量机模型法建模训练,并以所建模型预测新到港的1 333艘次船舶外来媒介携带风险。结果经过12种支持向量机模型的筛选,以预测精度为判定指标,选定分类器与核函数两个参数分别为""nu-classification""和""高斯函数""的支持向量机模型为最优模型,并构建起基于支持向量机的外来医学媒介生物携带风险与入境国际航行船舶关联因子间的非线性关系模型。模型训练过程的正确分类率为78.89%,通过该模型预测船舶携带外来媒介风险与实际检疫结果的符合率达到82.52%,预测效果良好。结论针对高度不确定的非线性系统,应用支持向量机模型法可实现更加精确的预测功能,为国境卫生检疫风险评估及预警方面的研究提供理论基础。",支持向量机; 外来媒介; 风险预测; R语言; 大数据;
智能电网环境下基于大数据挖掘的居民负荷设备识别与负荷建模,杨甲甲; 赵俊华; 文福拴; 董朝阳; 薛禹胜,电力建设,2016-12-01,期刊,45,1016,"利用数据挖掘技术对用户负荷大数据进行处理,既可以通过识别用电负荷设备来分析用户的用电行为习惯,又可以辅助进行负荷精确建模,实现精确而有目标性的需求侧管理或制定具有针对性的零售商售电策略。在此背景下,基于动态时间弯曲(dynamic time warping,DTW)的时间序列匹配方法,提出了一种低频负荷数据下的居民电器设备识别方法。首先,将负荷数据分割成单负荷设备运行和多负荷设备同时运行2种情况下的负荷子序列;然后,依据待识别子序列的时间长度,参照实测的电器设备耗电功率数据,生成与其时间长度一致的电器设备耗电功率参考序列,其中包含了从电器设备启动前一时刻至设备关闭后一时刻的功率变化情形;最后,以DTW距离作为相似性度量指标确定识别结果。对于由多负荷设备运行产生的负荷序列,提出了一种剔除已识别设备后将序列再次分割,如此交替进行的识别策略。在获得识别结果后,构建了居民负荷统计模型。借助于高效数据分析软件R语言平台,实现了所提出的算法,并使用500组负荷数据进行了数据实验。结果表明,在对负荷数据每min采样1次的情况下,所提出的负荷设备识别方法对单设备负荷序列识别的准确率超过93%,对多设备负荷序列识别的准确率接近83%。",智能电网; 数据挖掘; R语言; 动态时间弯曲(DTW); 负荷识别; 负荷模型;
基于云相似度的语言偏好信息多属性大群体决策方法,徐选华; 王佩; 蔡晨光,控制与决策,2016-11-02 10:49,期刊,35,814,"针对属性值为语言变量的多属性大群体决策问题,提出一种基于云相似度的大群体决策方法.首先,将语言变量转换为云模型,提出一种基于α截集的云距离和云相似度模型;然后,在此基础上提出云聚类算法,从而对决策大群体进行聚类,根据聚类结果求解聚集权重,再利用云加权算术平均(CWAA)算子求出方案的群体偏好值,进而计算方案群体偏好值的总计分来确定方案的排序;最后,通过算例分析验证所提出方法的可行性和有效性.",大群体决策; 云模型; 相似度; 语言偏好; 聚类算法;
面向大数据的淘宝卖家信用度的影响因素分析,麦继芳; 崔霞,广州大学学报(自然科学版),2016-10-15,期刊,2,611,"消费者在电商平台上购买商品时,并不能获得关于消费品的所有信息,只能通过卖家信用、商品图片和购买评价等指标来判定所选的网店以及商品是否可靠.其中,卖家信用对于消费者的参考尤其重要.对卖家信用度建模能够在一定程度上保护交易双方的合法利益,提高交易的成功率.文章基于部分线性可加模型,结合社会资本数据(如新浪微博),对淘宝卖家信用度进行建模分析:(1)对数据进行相关分析、异常值剔除、多重共线性消除等预处理;(2)利用集群Lasso变量选择方法,识别出对卖家信誉有显著影响的因素;(3)对识别出来的因素与卖家信用做简单线性拟合,得出的结果与实际情况相违背,故又使用广义可加模型实现对卖家信誉的预测分析.该信用度模型能够很好地识别刷单卖家,帮助买家防范卖家的欺诈行为.",部分线性可加模型; 大数据; 半参数模型; Lasso; R语言;
岩体性能指标和超大断面及洞群地下结构稳定性研究,刘仰鹏,北京交通大学,2016-09-01,博士,13,565,"本文以新建京张城际铁路八达岭地下车站为依托,首先针对大规模、大范围的岩体工程岩体性能指标的获取进行了研究；然后,通过比较选取了合适的基于岩体性能指标的岩体力学参数公式；最后,在获取岩体力学参数的基础上,对超大断面地下结构的两种形式：超大断面单拱大跨和超大断面洞群,进行了地下结构的围岩稳定性研究。主要研究内容及方法如下：(1)基于空间插值法的RQD预测岩石质量指标(RQD)是工程中评价岩体性质的一项重要指标。但RQD是通过地质钻探获取的,因此不能够很到位的表达整个工程空间内实际的岩石质量。为了弥补此方面的不足,首先引入主要黑塞方向(principal Hessian direction),对地质属性较强即空间中存在着各向异性的RQD值进行标准化处理,然后采用克里金(Kriging)插值法构建变异函数(variation function)对整个空间的RQD值进行估算,最后利用R语言进行编程将该方法应用于八达岭地下车站工程。(2)混合效应模型在GSI指标的量化中的应用与RMR值及Q值相比地质强度指标GSI能够很好的引入到Hoek-Brown准则中,这对岩体工程设计研究提供了很大的便捷。由于其在最早提出时,给出的取值方法为选定图表中区域范围,该方法缺乏可以量化的典型参数,因而其人为的经验判断使其含有很强的主观性。针对这方面的不足,E.Hoek于2013年提出的一种GSI量化方法,是由RQD值和结构面条件决定,该方法在操作中简单易行。但是,其中的包含有6个条件因素,往往在实际的工程中无法将它们全部获取。为了弥补这方面的不足,本文将统计学中包含有固定参数与随机参数的混合效应模型(Mixed Effects Models),应用于GSI的量化公式中,通过与工程实例的对比,验证了其可行性。最后编写可视化的R语言程序,并将其应用于八达岭地下车站工程。(3)通过岩体性能指标获取岩体力学参数的方法选择Hoek-Brown准则是目前在岩土工程中应用较为广泛的岩石及岩体强度准则。在八达岭采集样本的力学试验(单轴压缩、三轴压缩及劈裂试验)的研究分析基础上,结合之前岩体性能指标的获取结果，通过比选,明确了岩体的单轴抗压强度、单轴抗拉强度、变形模量以及Hoek-Brown强度准则中相关参数的获取公式或方法。最后将比选后的公式进行汇总,并利用R语言编程将这些工程设计及数值模拟所需参数的计算结果输出到交互式界面,以方便使用。(4)超大断面单拱大跨地下结构的围岩压力计算依托新京张城际铁路八达岭地下车站的单拱大跨侧式站台方案,分析了多种传统围岩压力计算方法在超大断面单拱大跨地下结构中的适用性,然后对不同地质强度指标(GSI)及跨度下的单拱地下结构进行了数值模拟并进行比较分析,在此基础上,结合Q系统中计算围岩压力的方法,提出了基于地质强度指标(GSI)的能够快速估算超大跨度深埋地下结构围岩压力的估算方法。最后收集在国内外50多工程中采集的围岩压力,与新的估算方法获取的结果进行对比分析,得出该方法不仅可以为工程设计人员及现场工作人员提供设计计算依据,还可为相关研究人员提供理论参考。(5)超大断面洞群地下结构围岩稳定性模型试验研究依托新京张城际铁路八达岭地下车站的四洞侧式站台方案,对洞群的开挖进行了模型试验,采集了开挖时周边的围岩压力变化数据,并结合数值模拟结果进行对比分析。然后针对不同情况下(开挖洞室的大小、洞室的开挖间距)地下洞室结构间开挖的相互影响进行了研究。最后,综合群洞效应对地下结构围岩稳定性的影响因素,提出了一套可以评价岩体地下群洞开挖风险的评价系统。",岩体性能参数; 混合效应模型; 地质强度指标(GSI); R语言; 围岩压力; 风险评价; 贺少辉; 桥梁与隧道工程 年期：2017年第02期网络出版时间：2017-01-16——2017-02-15
大数据环境下访问控制模型适用性研究,陈垚坤; 尹香兰; 刘文丽,网络空间安全,2016-07-10,期刊,8,154,"论文分析大数据的特点及体系架构,得出大数据环境下访问控制应满足的原则,即自主、动态、细粒度、跨域授权。通过对比分析访问控制模型DAC、MAC、RBAC及ABAC在大数据环境下适用性,得出结论:ABAC模型最适合应用于大数据。同时,论文针对大数据特性对各模型提出改进建议。",大数据; 访问控制;
俄语语音识别技术的研究现状和发展趋势,马延周,电脑知识与技术,2015-12-24 13:52,期刊,4,199,"语音识别技术的发展,推动了人机交互的智能化,语音识别实用化技术使得人们之间的交流更加方便顺畅。本文从语音识别的发展历程及俄语语音识别的现状入手,对语音识别的基本原理、基于HMM模型的语音识别技术和大词汇量连续语音识别的理论基础进行了详细分析,并介绍了俄语语音声学模型和语言模型的创建办法。针对语音识别技术面临的难点问题,探讨了应对的策略,最后对俄语语音识别技术的发展方向和应用前景作了展望。",语音识别; HMM; 俄语声学模型; 俄语语言模型;
大数据中一种基于语义特征阈值的层次聚类方法,罗恩韬; 王国军,电子与信息学报,2015-12-15,期刊,13,412,"云计算、健康医疗、街景地图服务、推荐系统等新兴服务促使数据的种类和规模以前所未有的速度增长,数据量的激增会导致很多共性问题。例如数据的可表示,可处理和可靠性问题。如何有效处理和分析数据之间的关系,提高数据的划分效率,建立数据的聚类分析模型,已经成为学术界和企业界共同亟待解决的问题。该文提出一种基于语义特征的层次聚类方法,首先根据数据的语义特征进行训练,然后在每个子集上利用训练结果进行层次聚类,最终产生整体数据的密度中心点,提高了数据聚类效率和准确性。此方法采样复杂度低,数据分析准确,易于实现,具有良好的判定性。",大数据; 数据抽取; 层次聚类; 聚类分析;
大数据挑战下的NoSQL系统研究,阮梦黎,聊城大学学报(自然科学版),2015-03-25,期刊,12,307,"NoSQL技术作为大数据应用领域新的解决方案,在海量数据的获取、存储、管理和分析方面展现出令人瞩目的性能.本文首先总结了大数据的特征、影响和应用价值,提出了它对数据管理的要求;然后对NoSQL系统采用的独特技术和带来的显著优势进行了分析;用分类和统一的观点重点研究了各类NoSQL系统,在系统架构、数据模型、查询语言、扩展性及可用性等方面对它们进行了比较,以便根据给定的不同应用场景来选择和设计最合适的系统;最后展望了未来的研究前景.",大数据; NoSQL; 数据库; 数据存储;
用肢体语言激活课堂,扈月红; 毛敏,广西教育,2014-12-24,特色期刊,0,13,"<正>我校是高中课改生物学科样本校,那天我受命执教人教版高中生物必修2《遗传与进化》第3章第2节《DNA分子的结构》一课的研究课。接到任务之后,我反复研读教材和学情:DNA分子是生物大分子,高一学生还没有学过有机化学,要他们在一节课内掌握这个大分子的立体结构特点很难。在传统课堂上,我们通常借助DNA分子模型或挂图进行讲解,然后让学生死记硬背,但大部分学生很难理解DNA分子的多样性和变异性特点。",无
