题名,作者,来源,发表时间,数据库,被引,下载,摘要,关键词
辅助量化投资 ChatGPT加速金融科技智能化,杨皖玉,中国证券报,2023-03-30,报纸,0,0,近日，GPT-4再次引爆市场，不少投资者好奇，能否用ChatGPT来做量化投资，让人工智能来炒股。中国证券报记者第一时间采访到多位量化人士了解到，对于量化投资，ChatGPT主要可以提高其中基础代码编程部分的效率，并非是投资策略的研发替代。 此外，基于金融行业特有的行业属性......,量化投资; 语言模型; 投资策略; ChatGPT;
ChatGPT时代，翻译如何创造新的语言和新的文学？,何晶,文学报,2023-03-30,报纸,0,0,世界文学背景下的中国文学，中国文学映衬下的世界文学，共同构建了文学想象世界与人类精神家园。自五四以来，文学翻译深刻地影响了现代文学的汉语和汉语的文学。日前在南京举行的首届中国青年文学翻译家论坛以“创造文学的汉语和汉语的文学”为题，某种意义上，正是回到了中......,ChatGPT;
奋达科技引入战投格力集团并开展合作 ChatGPT将掀起智能家居迭代浪潮？,张军兵; 丁蓉,证券日报,2023-03-29,报纸,0,198,3月28日，奋达科技公告称，公司已与格力集团签订《战略合作框架协议》，双方拟在智能制造、业务开拓、产业生态等方面展开互利合作。 为深化合作关系，格力集团旗下的格力金投还与奋达科技签署了《股份转让协议》，拟受让奋达科技控股股东肖奋持有的9123.34万股奋达科技股份......,ChatGPT; 智能家居;
ChatGPT技术潜在的政治安全风险,吉磊;李大琨,中国社会科学报,2023-03-29,报纸,0,112,2022年底，OpenAI 推出了新一代的人工智能大语言模型ChatGPT，成为全球用户迅速破亿的现象级应用。相比传统人工智能技术，以ChatGPT为代表的大模型表现出强大的语言理解交互能力、多领域内容生成能力、快速进化的涌现能力以及弱人工智能向强人工智能持续迈进的前景，引起了各......,ChatGPT; 安全风险; 决策对象; 语言模型; 技术垄断; 模型架构; 公众意见;
人工智能的神话：ChatGPT与超越的数字劳动“主体”之辨 网络首发,曹克亮,长白学刊,2023-03-28 11:06,期刊,0,2662,ChatGPT展现出了强大的语言理解和文本生成能力，通过自我训练和深度学习实现了智能水平的超越性升级。ChatGPT所拥有的机器语言逻辑具备集成系统性知识和创新性劳动的可能基础。一个崭新的、超越的数字劳动新“主体”问题和劳动替代问题再次引发讨论。ChatGPT具有语言逻辑能力超越性、人机交互超越性、价值生成超越性的新特征，不论是作为马克思“器官”意义的机器还是作为斯蒂格勒意义上的“一般器官学”的数字第三持存，ChatGPT都将伴随人类智能进化和劳动进化全过程。从这一意义而言，ChatGPT的诞生都将是意义重大的“存在论”事件。,ChatGPT; 人工智能; 数字劳动; 智能主体; 器官;
从ChatGPT看生成式AI对情报学研究与实践的影响,曹树金; 曹茹烨,现代情报,2023-03-28,期刊,0,1260,[目的/意义]ChatGPT的出现，引领生成式AI迅速渗透至各行各业，重塑产业形态。在此背景下，情报学也将不可避免地受到极大影响。探讨生成式AI驱动下的情报学研究与实践走向，旨在为情报学更好地迎接AI变革带来的机遇与挑战提供参考。[方法/过程]首先，从研究问题、数据源、研究范式3个角度讨论生成式AI对情报学研究的影响；其次，从综合性知识服务、学术信息服务、决策情报服务与社会信息服务4个层面，深入分析生成式AI将为情报实践工作带来的变化；最后，结合ChatGPT的局限性，讨论了情报学在融合生成式AI时应考量的问题，以及情报学可做的贡献。[结果/结论]生成式AI很可能会给情报学带来巨大的冲击，但如果应对得当，就能够促进情报学的提升，创新情报服务模式。情报学应积极拥抱新一代人工智能，探索与生成式AI交叉融合的路径，但与此同时需保持客观审慎的态度。,ChatGPT; 生成式AI; 情报学研究; 情报实践;
ChatGPT会是大模型商业化的火炬吗？,张贺飞,大数据时代,2023-03-28,期刊,0,0,<正>ChatGPT（人工智能技术驱动的自然语言处理工具）走红的速度，显然超过了许多人的预期。即使是在中文互联网上，和ChatGPT有关的报道、讨论，也早已超过了其他科技概念，甚至萌生出了“ChatGPT概念股”的说法，不少与AI、大模型、NLP相关的中概股，短期内的涨幅“意外”达到了50%以上。每一次有“科技大事件”上演时，都有人蠢蠢欲动，有人借势起风，ChatGPT掀起的浪潮似乎也是如此。可当我们在讨论ChatGPT的时候，到底在讨论什么？颠覆式创新的技术洗礼，抑或是对人工智能前景的乐观，还是在潜移默化中被有心人带了风向？厘清这些问题的答案，远比讨论ChatGPT本身更有价值。,无
大厂抢做ChatGPT，百度能否“狂飙”？,周文斌,大数据时代,2023-03-28,期刊,0,0,<正>ChatGPT席卷全球，在中国叠加出了一个更强冲击波。如今，从市值千亿的互联网企业高管，到路边卖菜的大爷大妈，大家都乐此不疲的在谈论ChatGPT，比如事前让它帮忙“算一卦”，或者聊聊谁将被优先替代。用网友的话说，ChatGPT出现之后，就像村里来了个免费算命的。当然，要说通用人工智能取代大部分人类的工作那肯定还比较遥远，但ChatGPT的出现仍然在科技圈扔下了一枚“原子弹”。,无
训练ChatGPT模型不付钱？文字版权商要与OpenAI法院见,文巧,每日经济新闻,2023-03-28,报纸,0,205,自ChatGPT风靡全球后，AI版权问题一直是一个担忧。AI模型的训练需要大量数据和内容，但其中许多有版权归属，AI公司是否该为使用这些内容付费，成为近来国外争论不休的一个焦点。 据《华尔街日报》3月22日报道，拥有《纽约邮报》、《巴伦周刊》《华尔街日报》等的美国新闻集......,版权保护; OpenAI; ChatGPT; 《华尔街日报》; 新闻集团; 集体诉讼;
ChatGPT真的“善解人意”吗？,吴双,人民邮电,2023-03-28,报纸,0,425,简单易用的“聊天”式交互界面、更加贴近人类的“思维模式”、能写诗会编程的强大综合能力……让大规模预训练语言模型ChatGPT 一经发布便受到各行各业的关注。 ChatGPT的参数规模已达千亿级别，但模型越大就越能“理解”人类语义吗？AI大模型的本质是什么？针对以上问题，《......,钟义信; 人工智能; ChatGPT; 语言模型;
ChatGPT专用GPU提速10倍……英伟达GTC大会还有哪些看点？,文巧,每日经济新闻,2023-03-28,报纸,0,92,如果要问，除了OpenAI和微软之外，谁是ChatGPT引领的人工智能（AI）革命中最大的赢家？毫无疑问，英伟达算得上一个。凭借全球领先的图形处理单元（GPU），该公司走到了AI舞台的中央。 3月21日晚间，英伟达CEO黄仁勋在2023年GTC开发者大会上发表了主题演讲，介绍了英伟达在AI......,黄仁勋; iPhone; 语言模型; 数据中心业务; 计算机视觉; 加速计算; GPU; 超大规模; 初创公司; 第四季度; 服务器; GTC; ChatGPT;
ChatGPT-4的推理能力还未达到预期,许子皓; 沈丛,中国电子报,2023-03-28,报纸,0,363,3月23日凌晨，英伟达创始人兼CEO黄仁勋与OpenAI联合创始人兼首席科学家伊尔亚·苏茨克维针对ChatGPT进行了深入探讨。伊尔亚·苏茨克维指出，与之前的版本相比，ChatGPT-4最大的提升在于更强大的神经网络功能，它能通过逻辑推理对未来进行预测。但ChatGPT-4目前的推理能力还没......,推理能力; 黄仁勋; 神经网络; GPT; ChatGPT-4; 多模态学习; 语言模型; 数据集; 推理小说;
深度合成治理的逻辑更新与体系迭代——ChatGPT等生成型人工智能治理的中国路径 网络首发,张凌寒,法律科学(西北政法大学学报),2023-03-27 16:18,期刊,0,1969,以Deepfake、ChatGPT、元宇宙等为代表的深度合成技术与应用场景，极大地改变了信息获取、人机交互的方式，并成为未来数字空间的基础性技术。我国的深度合成治理已经走在世界前列，但仍主要停留在算法治理衍生出的信息安全层面，偏重服务应用监管而底层技术治理不足，偏重监管服务提供者但监管技术提供者尚不充分，数据与场景分级分类标准繁杂但并未形成有机体系。深度合成治理应在算法治理基础上延伸迭代，将深度合成作为人工智能治理的专门领域，同时通过顶层设计推进基础性人工智能立法，既保障急用先行，又可探索并形成通用人工智能立法的经验。既应发挥中国既有的深度合成治理优势，根据生成型人工智能技术特点更新监管逻辑，基于生成型人工智能技术的通用性实施全链条治理；同时还需立足现行法规中分级分类治理架构，结合技术、产业和应用建立有机体系和设置具体规则，以形成在全球更具影响力的深度合成治理法律制度体系。,深度合成; 生成型人工智能; ChatGPT; 分级分类标准; 技术治理;
ChatGPT爆火 将加速算力基础设施建设,方正梁,人民邮电,2023-03-27,报纸,0,203,编者按：算力基础设施作为各个行业信息系统运行的算力载体，已成为经济社会运行不可或缺的关键基础设施，在数字经济发展中扮演着至关重要的角色。前不久，在国新办举行的“权威部门话开局”新闻发布会上，工信部表示将研究制定算力基础设施发展行动计划。 近来，ChatGPT等相......,数据中心; 基础设施建设; 人工智能; ChatGPT;
ChatGPT火爆出圈 人工智能赋能银行迈入新时代,张漫游,中国经营报,2023-03-27,报纸,0,452,人工智能（AI）技术并非新鲜事物，但ChatGPT和“文心一言”作为人工智能通用大模型横空出世，掀起了人工智能应用的新一轮浪潮。 此前，人工智能运用的都是专用人工智能模型，往往只能在具体的领域内产生一定的效果。而ChatGPT代表了人工智能通用大模型的最新进展，显示了大......,人工智能; ChatGPT;
对话梁正:为什么ChatGPT创新没发生在中国？,宋笛; 郑淯心,经济观察报,2023-03-27,报纸,0,0,"编者按:现在,让我们把聚光灯对准中国基础学科的研究者——数学家、化学家或者人类基因的研究者。 我们希望能够抛开科技报道对巨头公司和创始人个人生活事无巨细的关注,回归到科研最基本的单元:科研者。 我们称之为“赛先生说”,我们将以系列报道的形式展现他们的工作、生活......",人工智能领域; ChatGPT; 机器视觉; 应用场景; 经济观察报; 论文数量; 底层架构;
对话梁正:为什么ChatGPT创新没发生在中国？,宋笛;郑淯心,经济观察报,2023-03-27,报纸,0,11,"编者按:现在,让我们把聚光灯对准中国基础学科的研究者——数学家、化学家或者人类基因的研究者。 我们希望能够抛开科技报道对巨头公司和创始人个人生活事无巨细的关注,回归到科研最基本的单元:科研者。 我们称之为“赛先生说”,我们将以系列报道的形式展现他们的工作、生活......",ChatGPT; 人工智能领域;
从传奇到日常，现实才是文学的起点,许旸,文汇报,2023-03-27,报纸,0,122,“一个作家和文学能保持纯粹的关系，且自始至终存在，那这个纯粹的名字就叫王安忆。”63岁的余华扭头望向身边的王安忆。两位文坛“顶流”沪上对谈“现实与传奇”，持续在朋友圈刷屏。昨天开场前半小时，华东师范大学思群堂已座无虚席。 其中不少学子连夜通宵排队“才抢到票......,先锋文学; 王安忆; 小说家;
ChatGPT的技术基础分析 网络首发,钱力;刘熠;张智雄;李雪思;谢靖,数据分析与知识发现,2023-03-26 07:00,期刊,0,3902,【目的】梳理分析ChatGPT相关的语料、算法与模型，为同行业研究提供体系化的参考借鉴。 【方法】通过系统梳理GPT-3发布至今的相关文献与资料，刻画ChatGPT技术的整体架构，并解释与分析其背后的模型、算法与原理。 【结果】通过文献调研，根据现有资料还原了支撑ChatGPT功能的技术细节，梳理了ChatGPT技术的整体架构，解释了ChatGPT整体技术构成。按照ChatGPT的语料体系、预训练算法与模型、微调算法与模型三个层次分析ChatGPT各技术组件的算法原理与模型组成。 【局限】本文调研ChatGPT相关的文献难免存在遗漏，且对部分技术内容的解读还不够深入，一些由笔者推断的内容甚至可能存在错误。 【结论】ChatGPT技术应用的突破，是语料、模型、算法，通过迭代训练不断积累的结果，也是各类算法模型有效组合与集成的结果。,ChatGPT; ChatGPT技术; 生成式预训练模型; 人工智能;
在识变中求变：ChatGPT时代的体育学反思——关于“ChatGPT时代的体育学术：以身体为方法”主题叙事的质性研究,旸洁卓玛; 王智慧,体育与科学,2023-03-25,期刊,0,687,ChatGPT以其强大的信息整合与文本撰写能力引发热议，于学术研究者而言，面对人工智能不断向人类智力劳动进军的现实情景，反思自身学科的优势并应对机器对学术知识生产过程的入侵，成为当下必要的现实之问。通过对《体育与科学》举办的“ChatGPT时代的体育学术：以身体为方法”学术工作坊的叙事文本进行质性研究，本文认为：(1) ChatGPT取代学术知识生产中部分“平庸之辈”的同时，以其作为物的“能动者”角色影响知识生产空间中的个体行动边界，若机器继续取代人类劳动，劳动的生活意义、生产价值以及人与人的关系或将面临深度异化；(2)人类独有的行动意向性是数字时代变动秩序中的恒常存在，体育因其身体性基础联结起社会秩序与自然秩序，从而避免人类的深度异化；(3)机器进步的现实与体育的上述价值共同倒逼体育学人进一步关注身体，以此呼唤体育学研究的体认范式转向，在此，对身体的体育经验发挥体育学学科想象力，是当下体育学研究的优势所在。,ChatGPT; 人工智能; 体育学研究; 体育身体;
ChatGPT：生成式AI对弈“苏格拉底之问”,杨俊蕾,上海师范大学学报(哲学社会科学版),2023-03-25,期刊,0,26,生成式AI是人工智能领域中的新技术分支，在近20年的产业发展和布局中形成了九组应用类别。其中，ChatGPT作为人机对话模型的新兴产品，经历了跃迁式的技术迭代，在全球范围内引发了未来AI将如何辅助人类工作的讨论。基于“苏格拉底之问”和逻辑要素辨析可以发现，生成式AI的对话模型更多依赖于“指令”设置，不同于传统意义上的对话文体。凝聚西方思想传统的“在场”对话方式被改写为内部循环的数据流动。如何建构符合全人类利益的开放性系统正在成为保障人机协作安全性的共识基础。,ChatGPT; 生成式AI; 苏格拉底之问; 对话模型; 开放性系统;
ChatGPT对汽车行业影响分析,崔东树,智能网联汽车,2023-03-25,期刊,0,0,<正>汽车产业的核心是技术创新与制造体系的进步，因此目前的重点是做好电动化，同时充分利用ChatGPT等智能化赋能汽车行业发展。ChatGPT是美国OpenAI研发的聊天机器人程序，于2022年11月30日发布。在OpenAI的官网上，ChatGPT被描述为优化对话的语言模型，是GPT-3.5架构的主力模型。ChatGPT是人工智能技术驱动的自然语言处理工具，它能够通过学习和理解人类的语言来进行对话，还能根据聊天的上下文进行互动，真正像人类一样来聊天交流，,无
ChatGPT能成为优生工作的好帮手吗？,杨玲,中国优生与遗传杂志,2023-03-25,期刊,0,708,"<正>近一个月，处在互联网和人工智能（artificial intelligence,AI）领域风口浪尖的事件莫过于ChatGPT，他不仅具备聊天功能，更能根据用户需求写论文、做翻译、写代码、出方案，甚至帮助学生完成作业。因此教育界的专家认为“就教育行为本身而言，以知识传递为核心的教育模式更是被逼入墙角”；在服务行业，人工智能也开始大规模替代人的工作，不仅仅是无人面条店、咖啡店，有了ChatGPT，咨询、法律服务、设计、翻译等服务方面的工作也岌岌可危；基于ChatGPT的论文，",无
ChatGPT火爆全网国内外“玩家”竞相入局,刘京运,机器人产业,2023-03-25,期刊,0,51,<正>ChatGPT的横空出世，造就了聊天机器人领域的现象级应用。短短五天实现注册用户破百万，两个月实现月活用户破亿，成为史上增长最快的消费者应用。围绕ChatGPT更大价值的探讨如火如荼，智能时代的崭新序幕正在缓缓开启。近期，众多高校、期刊紧急发布“禁令”，目标直指ChatGPT。作为美国人工智能研究实验室OpenAI推出的聊天机器人应用，ChatGPT凭借自身强大的能力—聊天、编程、翻译、写文案等—迅速风靡全球，,无
ChatGPT用户使用意愿影响因素研究 网络首发,张海; 刘畅; 王东波; 赵志枭,情报理论与实践,2023-03-24 20:55,期刊,0,2182,[目的/意义]为了厘清ChatGPT用户的认知和使用意愿影响因素，提高ChatGPT用户的使用体验，促进ChatGPT的本土化，有效化解以ChatGPT为代表的人工智能技术对社会和公众带来的负面风险。[方法/过程]文章以ChatGPT用户使用意愿为研究主题，借鉴扎根理论研究范式，通过对23份访谈资料编码分析的方式，构建了ChatGPT用户使用意愿影响因素研究模型，分析和探讨ChatGPT用户的行为特点和作用规律。[结果/结论]研究结果显示，扎根理论对以ChatGPT为代表的人工智能技术用户使用意愿具有较好的适用性和解释力，同时也证实主体因素、技术因素、信息因素和社会环境因素是影响ChatGPT用户使用意愿的重要因素，与其它信息系统用户相比，ChatGPT用户的风险感知特别是职业风险感知尤为明显。结合上述分析，从人机和谐和社会稳定发展的视角，提出了夯实ChatGPT技术基础理论研究的同时，还应当注意防范以ChatGPT为代表的人工智能技术带来的职业风险和技术风险，加强技术伦理道德建设等对策与建议。,ChatGPT; 使用意愿; 扎根理论; 感知风险; 技术伦理;
人工智能生成内容（AIGC）对学术生态的影响与应对——基于ChatGPT的讨论与分析 网络首发,骆飞; 马雨璇,现代教育技术,2023-03-24 14:02,期刊,0,3436,以ChatGPT为代表的人工智能生成内容（AIGC）发展日益蓬勃，引起了业界与学界的广泛讨论，然而目前对于AIGC如何影响学术生态的讨论尚不系统。文章首先梳理了AIGC的源起与发展，并讨论了ChatGPT带来的新变革。然后基于学术生态的基本概念构建分析框架，讨论了AIGC对学术生产、学术评价、学术传播方面的影响，并以ChatGPT为例进行了具体分析与讨论。研究认为，以ChatGPT为代表的AIGC可以在知识生产、科学评价、快速传播等方面发挥作用，但也可能造成责任分散、潜在歧视与信任危机。最后，文章讨论了如何应对AIGC带来的风险挑战。未来需要进一步强化责任规范、构建审查机制与推动研究透明。本研究为政策制定者理解AIGC对学术生态的影响提供了一个理解视角，并对如何科学合理使用AIGC提出了逻辑进路，旨在为未来学术生态的良性健康发展提供参考。,人工智能生成内容; 学术生态; ChatGPT; 学术生产; 学术评价;
英伟达黄仁勋：要为千行百业自建“ChatGPT”,王昕,IT时报,2023-03-24,报纸,0,96,3月21日，英伟达创始人兼CEO黄仁勋再次穿着标志性的皮衣亮相，并在2023年GTC大会上进行了主题演讲，介绍并发布了适用于节能加速数据中心的新芯片Grace和BlueField-3、让计算光刻变得更“聪明”的cuLitho技术、正在生产中的“现代化AI工厂”——NVIDIA DGX H100 AI超级计算机......,黄仁勋; ChatGPT; iPhone;
AI迎来MOSS时刻，或将诱发新型网络攻击,郝俊慧,IT时报,2023-03-24,报纸,0,117,短短十天，全球被一波又一波的ChatGPT浪潮“炸晕”了。 无论是可支持多模态输入的ChatGPT4.0，内置ChatGPT4.0后可以一键生成PPT的Office365，还是虽然不那么令人满意但也还算能打的文心一言，最终都浓缩为英伟达创始人CEO黄仁勋在3月21日年度技术峰会GTC上连续强调七次的那......,网络攻击; GPT; API; 人工智能技术; 黄仁勋; 语言模型;
ChatGPT持续火爆 头部公募基金踏空“信创”行情？,易妍君,21世纪经济报道,2023-03-24,报纸,0,145,ChatGPT掀起了一轮AI革命，也引爆了A股信创概念板块。 截至3月22日，自2月以来，云计算（930851.CSI）、信息安全（399994.SZ）、人工智能（931071.CSI）指数纷纷涨逾16%；软件指数（H30202.CSI）则在本周内上涨了7.91%。 受益于概念板块的爆发，今年以来，信创主题基金的表......,基金公司; 回报率; 公募基金; ChatGPT; 基金经理; 信息技术行业;
ChatGPT-4来袭，企业财务如何破“题”,任伊然,中国会计报,2023-03-24,报纸,0,88,短短不到一个月的时间，ChatGPT从全网刷屏到发布4.0版本并全面接入微软Office系统，各行各业的打工人都不免有所担忧，担心自己会被日新月异的技术变革抛下。 作为一款由OpenAI公司开发的人工智能聊天软件，它不仅可以写文章、做创意，还可以编写计算机代码、分析财务报告等......,ChatGPT-4; 财经大学; 管理者; 会计人才; 财会专业; 数据资源; 商学院; 财会管理; 市场逻辑; 人工智能;
回应AIGC的信息资源管理学人思考 网络首发,张智雄;曾建勋;夏翠娟;王东波;李白杨,农业图书情报学报,2023-03-23 12:20,期刊,0,569,"随着ChatGPT的爆火和AIGC的发展,新一代人工智能技术引发了人们关于数字内容生产方式、行业变革的畅想和讨论,同时也引发了信息资源管理学人拥抱技术变革之外的更多思考。基于此我刊从信息资源管理学科建设和事业发展的高度出发,邀请6位专家开展相关研讨。(1) AIGC与文献情报领域:人工智能技术飞速发展的本质在于数据资源不断丰富和质量提升带来的知识获取能力提升。文献情报领域应充分认识自身价值和作用,积极发挥自身数据资源优势,有效利用知识组织管理专长,主动融入当前AI技术的研发大潮,积极贡献智慧和方案。(2) AIGC的颠覆性变革:ChatGPT的出现为图书情报界带来了颠覆性挑战,学科应积极推进人工智能时代的变革抓住机遇,围绕知识生产、资源发现、知识关联、科研伦理探索新的生长点。发挥我国集约化政策和举国体制优势,推进信息服务向知识服务内容生成服务的转型,释放全社会知识生产力。(3) AIGC与文化遗产资源:ChatGPT开创了模型主导内容生产的时代,同时AIGC对文化遗产资源智慧化加工路径和智慧化服务模式也产生了深远影响。未来我们应在AIGC中赋予人类的公序良俗等普适的价值理性,并积极迎接和推动文化遗产领域的范式变革。(4) AIGC与古籍智能信息处理研究:ChatGPT在推进古籍智能信息处理研究、促进文化传播与文明传承方面发挥积极作用的同时,也带来了文化价值与国家安全、内容安全与信息治理、信息素养与人文教育等方面的挑战。展望未来我们应在提供高质量大规模的典籍精加工数据等方面努力,以构建科学、全面和体系化的信息安全与数字伦理体系。(5) AIGC与智能工具变革:分析AIGC技术发展中大数据、大模型、大算力的三要素,以及数据量的大而全、数据分析的细粒度化、语义关联的多源多模态语义融合、信息服务的人机融合和智能交互的四向发展。指出AIGC将在生产革新、自动生成和生态培育3方面带来内容生产范式变革;同时,也会在技术垄断和霸权、网络信息安全、技术融合等方面带来挑战。(6) AIGC与图书馆:分析ChatGPT模型拓展、数据增强和模型融合的核心技术创新态势基础上,论证了图书馆应用ChatGPT的必要性和危机性。此外,基于智能管理系统、检索系统、推荐系统、问答系统、搜索引擎5方面出发,提出了ChatGPT在图书馆融合和发挥作用的创新方向建议。",AIGC; ChatGPT; 知识组织; 文化遗产; 古籍智能信息处理; 图书馆; 数字伦理;
ChatGPT带火智能驾驶 机构争相掘金新赛道,王辉,中国证券报,2023-03-23,报纸,0,51,近期ChatGPT以其高效信息获取、海量数据调用、超强优化学习能力火速出圈。而在智能驾驶行业赛道，创投机构、二级市场私募机构对于智能座舱语音交互、自动驾驶模型训练、自动驾驶底层算法跃迁升级等方面的动态跟踪热度和细分投资机会挖掘，也在进一步升温。 业内人士认为，类......,智能驾驶; 二级市场; ChatGPT; 自动驾驶技术;
ChatGPT推动教育数字化转型,郑东晓; 蒋熠,中国社会科学报,2023-03-23,报纸,0,1492,近日，ChatGPT火爆出圈，在互联网上掀起了一股讨论热潮。广大网民对ChatGPT更加智能的人机交互体验表现出了极大的兴趣与热情。面对这种近乎狂热的追捧，我们需要冷静下来理性看待。 ChatGPT作为一款智能聊天机器人，能够学习、理解和分析人类语言，并能连续回答用户的各类问......,数字化转型; ChatGPT; 人工智能技术; 数字资源;
AI画家兼摄影师：这次可是来真的？,钱童心,第一财经日报,2023-03-23,报纸,0,152,人工智能势不可挡。 本周，包括微软、谷歌、英伟达、Adobe在内的全球多家科技巨头公司都不约而同地发布或开放生成式AI新技术，其中微软和Adobe发布了与图像生成相关的新应用。 然而，AI不仅可以帮助人类，也会被利用来戏弄人类。 例如，近日互联网上流传着美国前总统特朗......,图像生成; 人工智能; 生成式; 张启煊; 特朗普; 浏览器; 合成技术; 第一财经; 聊天机器人; 摄影师;
知识复制抑或创新激发？——人工智能(ChatGPT)对社科类研究生教育的挑战与机遇 网络首发,吴晓林; 邢羿飞,广西师范大学学报(哲学社会科学版),2023-03-22 16:57,期刊,0,3278,人工智能的广泛应用开启了教育的新变局，尤其是对研究生教育带来机遇与挑战。以ChatGPT为代表的新一代人工智能的应用，将出现“课堂替代、教师替代、考核替代”等三重替代，极大地冲击以知识传递为中心的教育模式。与此同时，人工智能在现实感知、道德传授和情感表达上存在内在局限，短时间内难以完全取代人类教学，而且存在降低整体学习成本、释放人类创新能力和推动学生个性化培育的潜在可能。未来的研究生教育要充分把握人工智能正反两方面功能，以个性化培养破解普遍化困境、以场景化营造避免虚拟化倾向、以思想性引领超越技术性局限，防范人工智能带来的潜在风险，推动创造性、创新性教学教育有效变革。,ChatGPT; 研究生教育; 人工智能; 创新能力;
Chat GPT技术下教育面临的挑战和机遇 网络首发,于浩; 张文兰,中国医学教育技术,2023-03-22 09:47,期刊,0,3417,"随着科技的飞速进步,当今的教育理念和模式正在不断演变和创新.Chat GPT是一种基于自然语言处理的新型人工智能技术,这项技术的出现也为教育教学带来了挑战和机遇.文章从概念、原理、技术支持及局限性四个维度对Chat GPT技术进行了简要概述,阐明其带给教育人才培养、教学、课程及评价体系的冲击和挑战,并针对性地提出对策研究.在此基础上,从另一个角度探寻Chat GPT技术在教育支持、应用场景及教育管理等领域的发展机遇,系统性地分析该技术对教师教学和学生学习的积极影响,发现Chat GPT技术不仅可以帮助教师更有效地传授知识,提升自身水平,改善教学质量,还可以培养学生学习能力和信息处理能力,提高学习效率.",Chat GPT; 挑战; 机遇; 教育教学;
ChatGPT教育应用的伦理风险与规避进路,王佑镁; 王旦; 梁炜怡; 柳晨晨,开放教育研究,2023-03-22,期刊,0,3465,智能时代ChatGPT强势崛起，生成式人工智能惊艳大众，引领人工智能走向场景落地，为教育领域变革带来巨大机遇。ChatGPT为教育创造有益价值的同时，也带来一系列伦理风险。本文阐述了ChatGPT的发展脉络和内涵特征，揭示ChatGPT教育应用存在的伦理风险，包括：数据隐私的泄露与滥用、机器算法的歧视与偏见、师生关系的弱化与破坏、学术公平的失信与失衡。本文从博弈论视角出发，从道德伦理角度剖析“教育-ChatGPT”之间的最优关系，提出ChatGPT教育应用伦理困境的规避建议：唤醒大众意识与保护数据隐私，警惕惯性认知与防范算法偏见，把握任务重心与调节师生关系，规训道德行为与重塑学术公平，以此增强“教育-ChatGPT”的应用价值利益，共建教育人工智能伦理规范，促进教育人工智能理性发展。,AIGC; ChatGPT; 伦理风险;
ChatGPT热度不减,任文岱,民主与法制时报,2023-03-22,报纸,0,336,3月5日，十四届全国人大一次会议第一场“部长通道”上，科技部部长王志刚在谈及近期火热的ChatGPT时表示，ChatGPT的技术是一个大模型，计算力强，计算方法好。同样一种原理，在于做得好不好。比如大家都能做出发动机，但质量是有不同的；踢足球都是盘带、射门，但是要做到像......,人工智能领域; 人工智能系统; ChatGPT;
国际传播视野下的ChatGPT：应用场景、风险隐忧与走向省思,何天平; 蒋贤成,对外传播,2023-03-22,期刊,0,882,近期，ChatGPT在国际国内备受关注。以ChatGPT为代表的聊天机器人因其强大的信息检索能力、内容生成能力、人格化社交能力，被业界视为具有“改变世界”的潜能。本文从国际传播视角出发，立足以ChatGPT为代表的聊天机器人的技术特性与社会面向，探究其在人机交流过程中建构的多元应用场景，进而发掘其重塑跨国传播交往模式的内在潜力。在为国际传播赋能的同时，聊天机器人也正在造成多层次的风险隐忧。本文认为，研究者应理性洞察人工智能技术对国际传播可能产生的构造性影响，不断加深对国际传播目标、主体、模式、体系等维度的省思，以此提升中国国际传播体系的模式革新与能力升维。,聊天机器人; ChatGPT; 人工智能; 国际传播;
发展类ChatGPT产品 中国企业缺“心”和“芯”,盘和林,每日经济新闻,2023-03-22,报纸,0,86,2022年11月，OpenAI发布了ChatGPT，继而在短短2个月时间就获得了上亿用户。ChatGPT背后是2021年OpenAI发布的GPT3.0技术，由于在GPT3.0技术上作了一些优化，所以ChatGPT又被认为是GPT3.5版本，而在今年3月14日，OpenAI又发布了GPT4.0，并将其作为plus订阅服务发布，新版本再次......,监督式学习; 机器学习; 生成式; 人工智能; 自然语言处理; 人类生产力; 语义理解能力; 海量信息; 搜索力; 数据库; ChatGPT;
