题名,作者,来源,发表时间,数据库,被引,下载,摘要,关键词
人工智能聊天机器人对科研成果与人才评价的影响研究——基于ChatGPT、Microsoft Bing视角分析 网络首发,蒋华林,重庆大学学报(社会科学版),2023-03-09 15:26,期刊,0,4557,美国开放人工智能研究中心（OpenAI）研发的人工智能聊天机器人ChatGPT，基于“生成预训练转换器”（GPT）语言模型理解和响应自然语言输入，2022年11月30日正式发布，短时间内在全球互联网界、学术界及产业界引发热议和关注。以ChatGPT、Microsoft Bing为代表的人工智能聊天机器人基于超大海量数据，采用“从人类反馈中强化学习”（RLHF）进行训练，主要具有三大功能：智能交互对话、智能文本生成、智能文献爬取。人工智能聊天机器人的核心竞争力是采用人工智能生成内容技术（AIGC）而具有强大的内容生成或文本生成能力，除能够生成一般应用性文稿外，还能够从事科学写作，从而引领和推动知识生产方式和学术研究范式变革，知识生产和学术研究进程将显著提速，知识生产者将从非创造性劳动中获得解放，知识生产方式将由“手动式”“半自动式”迈向“自动化”“智能化”。这种变革对传统的科研成果评价机制将产生重大影响，更进一步将对通过科研成果进行人才评价产生重大影响。大体上说，以ChatGPT为代表的人工智聊天能机器人应用于学术研究中，将遮蔽成果演化学术史，影响科研成果创新性评价；挑战知识产权保护制度，影响科研成果权属认定；带来学术伦理风险，影响科研成果评价生态；冲击人才评价基本标准，影响人才评价客观性。鉴于人工智能的渗透性、扩散性和颠覆性，首先要在思想认识上积极面对而不是消极应对，用其所长、避其所短，审慎使用，着力发挥其促进知识生产、推动学术进步的积极作用。其次，要抓住现行相关法规制度与快速进步的人工智能技术之间发展不平衡的矛盾，进一步完善制度、设置“护栏”，规范使用。第三，要推动技术开源，公开其智能生成逻辑，增强人工智能聊天机器人的技术可信度。第四，要建立人机协作机制，既发挥技术的数据处理优势，又发挥人的理性思维优势，最终由人把关知识生产、科研成果及人才评价。,人工智能; 人工智能聊天机器人; 人工智能生成内容; ChatGPT; 微软必应; 科研成果评价; 人才评价; 知识生产方式;
生成式人工智能浪潮下的传播革命与媒介生态——从ChatGPT到全面智能化时代的未来 网络首发,喻国明; 苏健威,新疆师范大学学报(哲学社会科学版),2023-03-09 14:19,期刊,0,4395,Chat GPT使人工智能技术在拟真度和功能维度方面达到新高度，其特性由三种关键技术支持，分别是预训练、大模型、生成性。以Chat GPT为代表的生成式人工智能将激发传播领域的生态级变局。在信息层面，生成式人工智能将穿透网络资源壁垒，成为下一代网络入口和超级媒介，驱动传媒产业变革。在个体层面，生成式人工智能将更加深刻地对个体赋能赋权，促进传播权力下沉和人的数字化生存。在连接层面，生成式人工智能将作为下一代互联网的连接中枢，激发移动互联转型为智能互联。总之，生成式人工智能带来的全面智能化是一场深刻的革命，传播与社会的治理逻辑将随之发生深刻变革。首先，主流媒介的角色需要从“To C”转为“To B”，其次，要注重智能算法模型的“赋魂”机制，最后，构造“算法失灵”的社会补充及“算法脱轨”的干预机制。,生成式人工智能; ChatGPT; 传播革命; 媒介生态; 全面智能化;
蹭ChatGPT热点？互动平台回复不准确 通宇通讯又收监管函,王晶; 孔泽思,每日经济新闻,2023-03-09,报纸,0,73,在ChatGPT的火热势头下，众多概念股借着东风起飞，监管部门也对ChatGPT概念股炒作保持着高度关注。 2月，通宇通讯（SZ002792，股价15.55元，市值62.52亿元）在互动平台谈及ChatGPT等热门概念时，曾被深交所问询是否“迎合热点炒作股价”“配合实控人减持”。在收到深交所关......,深交所; CPO; ChatGPT; 互动平台;
大银幕上ChatGPT的前辈和后浪们,李雪萌,济南日报,2023-03-09,报纸,0,0,核心阅读 虽然ChatGPT是新晋网红，但人们对人工智能的关注由来已久，大银幕上的相关故事层出不穷，类型各异。 如果说其中哪部能令人泪下，必然是斯皮尔伯格执导的《人工智能》；而要评选最佳女性版“ChatGPT”，答案是斯派克·琼斯的《她》。 人工智能有可能超过人类，因......,人工智能; 机器人; ChatGPT;
ChatGPT来了,,宁波经济(财经视点),2023-03-09,期刊,0,697,<正>当下互联网上最火的一个话题，非ChatGPT莫属。能搜索、能编程、能写诗、能写剧本，甚至还能写论文，凭借前所未有的“智商”以及更贴近人类的“思维”，人工智能研究公司OpenAI的人工智能聊天机器人模型ChatGPT成为全球焦点。它能够通过学习和理解人类的语言来进行对话，还能根据聊天的上下文进行互动，协助你完成一系列任务。上线仅仅2个月，ChatGPT的活跃用户就突破一亿。和它对过话的网友纷纷感叹，“只有你想不到，没有ChatGPT办不成的”。,无
ChatGPT类智能对话工具兴起对图书馆行业的机遇与挑战 网络首发,李书宁; 刘一鸣,图书馆论坛,2023-03-08 12:44,期刊,0,3106,2022年底OpenAI研发的智能对话工具ChatGPT一经推出就成为史上用户数增长最快的消费级应用，迅速引起各行各业的关注。文章从图书馆所涉业务角度对ChatGPT进行测试，调研国内外图书馆行业对ChatGPT的应对反馈，客观分析ChatGPT的功能和问题，从助力业务效率提升和馆员成长、智能咨询系统建设、知识服务深入开展和各类检索系统体验改善方面讨论图书馆行业面临的机遇，分析图书馆行业在资源组织、信息素养内容重构、管理等方面面临的挑战，并提出相应的对策。,ChatGPT; 智能咨询; 知识服务; 资源组织; 信息素养;
ChatGPT推进网络政治悖论性传播的可能性维度 网络首发,张爱军,广西师范大学学报(哲学社会科学版),2023-03-08 11:09,期刊,0,1425,ChatGPT作为一种新型聊天工具，其应用已不仅仅限于聊天，而对政治、经济、文化、教育等领域产生巨大的影响，进而也影响到网络政治传播领域。从可能性维度来看，ChatGPT将对网络政治传播进行新赋能、新赋权，使网络政治传播出现悖论性拓展。它既为网络政治传播带来新的提升，也使网络政治传播具有异化的趋势；既为网络政治传播技术带来颠覆性与革命性的变化，又给网络政治传播带来新的挑战；既给网络政治传播带来确定性，又给网络政治传播带来非确定性。,ChatGPT; 人ChatGPT合成; 内容生成; 网络政治传播;
ChatGPT的传播特质、逻辑、范式,王建磊; 曹卉萌,深圳大学学报(人文社会科学版),2023-03-08 11:00,期刊,1,3133,在技术路径上，ChatGPT通过前所未有的大语言模型训练和对人类反馈方式的学习，具备了生成对话的能力，在语词重组、自我表达修正和信息整合方面的强化使其成为知识生产的新引擎，又通过掌握特殊标记和经验性学习能给出一定的情感反应，从而形成了对人类的“超模拟”。人们在索取答案、发起挑战、提出问题的同时形成自发投喂AI的群体行为，ChatGPT据此反向延伸人类，不断获得更好的连接能力和嵌入社会运转系统的机会，其生长速度显现出新的摩尔效应；反向的技术依赖、动态的连接与嵌入、加速堆叠硬件和升级算法等构成其传播逻辑。最后，ChatGPT开启了“人机共在”的新主体时代，人机协同将作为长期的社会解决方案，而针对人机交互的复杂性和AIGC的衍生问题，也可能陷入诠释经验的多重解释的迷乱之中，故需要在突破“主客二元论”和“诠释经验主义”两个传统研究范式的基础上进行价值重构。,ChatGPT; 传播特质; 传播逻辑; 传播图景; 认知范式; 人工智能; 基础设施;
ChatGPT应用金融：夯实技术是长远之计,苏洁,中国银行保险报,2023-03-08,报纸,0,320,ChatGPT近两个月以来不断引爆话题热点，对人工智能应用发展的热潮前所未有地高涨，ChatGPT所代表的大模型在语义理解、多轮交互、内容生成中所展现的突出能力令人惊喜。而人工智能技术在金融行业的落地应用机遇和挑战并存，目前虽然已经让大量宝贵的人力从简单任务中解放出来......,长远之计; ChatGPT; 人工智能技术;
ChatGPT会改变什么？,张民,中国品牌,2023-03-08,期刊,0,260,<正>资深专家探讨Chat GPT近日，中国电子学会智能人机交互专家委员会邀请了4位长期从事人工智能、语言处理方面的资深专家共同探讨分享Chat GPT中所使用到的相关技术，并讨论这些技术将产生的影响。Chat GPT是美国人工智能研究实验室Open AI新推出的一种人工智能技术驱动的自然语言处理工具。Chat GPT使用了Transformer神经网络架构，拥有语言理解和文本生成能力，通过连接大量包含了真实世界对话的语料库来训练模型，使其能根据聊天的上下文进行互动，做到与真正人类几乎无异的聊天场景。,无
实现自然的人机交互 微软将ChatGPT应用于机器人,郑雨航,每日经济新闻,2023-03-07,报纸,0,390,“你有没有想过，你只需告诉你的家庭助理机器人：‘请加热我的午餐’，它就会自己找到微波炉。这是不是很神奇？” 近日，微软在其官网发表了一篇名为《机器人ChatGPT：设计原则和模型能力（ChatGPT for Robotics：Design Principles and Model Abilities）》论文，公布了他......,机器人; ChatGPT; 计算机代码; 人机交互;
What Does ChatGPT Say:The DAO from Algorithmic Intelligence to Linguistic Intelligence,Fei-Yue Wang; Qinghai Miao; Xuan Li; Xingxia Wang; Yilun Lin,IEEE/CAA Journal of Automatica Sinica,2023-03-07,期刊,2,1041,"<正>THE well-known ancient Chinese philosopher Lao Tzu(老子) or Laozi(6th～4th century BC during the Spring and Autumn period)started his classic Tao Teh Ching 《道德经》 or Dao De Jing(see Fig.1) with six Chinese characters:""道(Dao)可(Ke)道(Dao)非(Fei)常(Chang)道(Dao)"",which has been traditionally interpreted as “道可道,非常道” or""The Dao that can be spoken is not the eternal Dao"".",无
ChatGPT将给芯片行业带来哪些利好？,沈丛,中国电子报,2023-03-07,报纸,0,176,近日，有媒体报道称，受聊天机器人ChatGPT市场需求推动，以GPU、CPU为主的多种AI芯片需求突然激增。这一需求的暴涨也使得台积电在短期内获得大量急单，给如今正处于市场波动期的半导体产业，增添了一份“回暖”的希望。对于半导体企业而言，ChatGPT爆火带来的商机，究竟是“......,ChatGPT; 半导体产业; 《中国电子报》;
ChatGPT：热话题需要冷思考,孙美娟; 张译心,中国社会科学报,2023-03-07,报纸,0,460,2022年11月底，美国人工智能研究公司OpenAI发布了ChatGPT大型语言模型，它能够通过学习和理解人类的语言来执行各种语言任务，包括机器翻译、问答、摘要、生成代码等，协助使用者完成一系列任务，目前月活跃用户已达1亿，成为史上增长最快的消费级应用程序。五年前的两会上，......,人工智能技术; ChatGPT; 自然语言处理; 文本生成; 语言智能; 学习模型; 社会科学报; 人类语言; 冷思考;
ChatGPT：特征分析与伦理考察,杨庆峰,中国社会科学报,2023-03-07,报纸,0,389,黑格尔在《伦理体系》中提到水泡爆裂观念，本意是说事物毁灭的过程就像一个不断膨胀的水泡爆裂为无数的细小水滴。如果采用这种观念看人工智能技术的发展，会发现比较吻合。人工智能的水泡在1956年爆裂之后变成很多细小水珠，飞溅四处。棋类方面有AlphaGo等；科学研究方面有Al......,伦理问题; 可解释性; ChatGPT; 机器人; 智能技术; 关系性; 智能生成; 实体性; 透明性; 增强效应; 特征分析; 嵌入性; 文献综述; 理性引导; 智能体;
技术与伦理的平衡：以负责任的方式使用ChatGPT,斯瓦兰·辛格; 白乐,中国社会科学报,2023-03-07,报纸,0,331,作为一款现象级的人工智能产品，ChatGPT的诞生带来了巨大的社会变革潜力，它的出现改变了众多行业的运作方式，一场有关知识共享的革命正在如火如荼地展开。毫无疑问，包括ChatGPT在内的新型自然语言处理工具为人类日常生活带来了巨大的益处。然而，正如人类历史上大多数科技......,人工智能; 创建者; ChatGPT; 网络攻击; 数据集; 选择偏差; 潜在风险; 个人偏见; 负责任;
ChatGPT来了，中国人工智能该如何应对,刘园园,科技日报,2023-03-07,报纸,0,882,在几年前召开的全国两会上，来自谷歌的围棋人工智能“阿尔法狗”曾引发高度关注。今年两会，人工智能研究机构OpenAI发布的ChatGPT聊天机器人站在镁光灯下，又成为代表委员们的热议对象。 在持续刷屏的热闹背后，ChatGPT到底将带来什么样的产业变革？中国人工智能行业又该如......,人工智能; 齐向东; 周鸿祎; ChatGPT; 如何应对;
拥抱“ChatGPT热潮” 代表委员亮出“冷思考”,李霞,成都日报,2023-03-07,报纸,0,308,2023年开年以来，ChatGPT成为最火热的话题之一。作为一款生成式人工智能软件，ChatGPT可以根据议题撰写论文、诗歌、演讲稿、工作报告等，在很多领域表现出了非常强大的能力。这款“无所不能”的应用，会带来哪些挑战，我们又该如何应对？在今年的全国两会上，这一话题引发了......,人大代表; ChatGPT; 冷思考; 语料库; 人工智能; 必修课程; 信息素养;
ChatGPT与教育思想会在杭州湘湖举办,李洁,企业家日报,2023-03-07,报纸,0,350,开年以来，最火的非ChatGPT莫属。 ChatGPT，简单来说就是一台“地表最强聊天机器人”，智商高达147。和它聊天时，它能精准判断你的用意，给出你期待的答案，因为它具备一定的逻辑和常识，拥有堪比人类的流畅写作技能和逻辑思维。 在有关ChatGPT的讨论中，其对教育可能带来......,未来学校; ChatGPT; 人工智能;
ChatGPT给传媒业带来机遇与挑战,崔保国; 邓小院,中国社会科学报,2023-03-07,报纸,0,627,ChatGPT作为一个聊天机器人程序，目前月活跃用户已突破1亿，成为史上用户增长速度最快的消费级应用程序。它可以根据用户的提问给出回答，这个回答是根据大数据的训练总结出来的，而且具有一些人性化的表现，比如敢于质疑、主动认错、开玩笑等。当前，围绕ChatGPT的讨论已掀起......,传媒业; 科学传播; 假新闻; 新闻写作; ChatGPT;
ChatGPT与哲学教研,徐英瑾,中国社会科学报,2023-03-07,报纸,0,325,ChatGPT的全名为Chat Generative Pre-trained Transformer”（即“预训练的聊天生成转换器”），是一种人工智能聊天机器人程序。ChatGPT目前主要以文字方式与用户进行信息交互，能够完成诸如自动文本生成、自动问答、自动摘要等多种任务。目前，美国一些高校的学生已经在该软......,户坂润; ChatGPT; 哲学文本; 西田几多郎; 《德意志意识形态》; 人工智能; 意识形态论; 哲学家;
从技术突破与探险精神看ChatGPT,韩水法,中国社会科学报,2023-03-07,报纸,0,128,美国OpenAI公司于2022年11月发布的ChatGPT，引起了科技界、商界、教育界及其他群体的震动。一些大学开始禁止在课堂、作业和评估中使用ChatGPT；一些教育行政机关限制公立学校访问和使用ChatGPT；一些杂志禁止使用ChatGPT生成的文本，也禁止将其署名为作者……从目前公布的功......,探险精神; 社会科学; 人工智能; 人类智能; ChatGPT; 前沿技术; 基础理论研究; 理论层面; 人类关怀; 举国体制; 人文学科;
ChatGPT：形成机理与问题应对,沈威,中国社会科学报,2023-03-07,报纸,0,341,2018年以前，在人工语言处理领域没有什么里程碑式的产品，甚至可以说没有什么像样的产品。但2018年，BERT（Bidirectional Encoder Representation from Transformers）和GPT（Generative Pre-trained Transformer）两个语言模型问世，且有一争高下之势，语言模型开始走向人类......,语言模型; 知识面; 文本生成; 自然语言生成; ChatGPT; 问题应对; 形成机理;
ChatGPT爆红确立智能传播的主流地位,方兴东,中国社会科学报,2023-03-07,报纸,0,215,从人类信息传播的视角看，ChatGPT爆红标志着数据和算法驱动的智能传播正式确立主流地位，也意味着人类信息传播的又一次范式转变，并将引发社会各层面、各领域的基础性变革。 智能传播有着漫长发展历程 以全球50亿网民为基础的社交传播是当今主导性的信息传播机制，但开始陷......,主流地位; 杀手级; 传播格局; ChatGPT; 曼纽尔·卡斯特; 信息传播; 大教堂模式; 社交媒体; 人工智能领域; 大集市模式;
ChatGPT与信任的未来,闫宏秀,中国社会科学报,2023-03-07,报纸,0,197,随着数字技术的不断发展，技术本身已超越了传统意义上仅代替人类危险、恶劣、枯燥乏味工作的层级，而是以更加符合人性的方式不断满足人类的多样化需求。生成式人工智能以一种颇为微妙的方式，使个性得以展现的同时又被压制。近期，ChatGPT正在以便捷且易用的问答模式成为人工......,人工智能技术; 技术理性; ChatGPT; 人与技术; 数据科学; 同质性; 问答模式; 技术依赖; 单向度; 数字化转型; 生成式;
积极应对ChatGPT的伦理挑战,段伟文,中国社会科学报,2023-03-07,报纸,0,479,自图灵等人工智能先驱提出让计算机可以像人一样思考和行动以来，人工智能会不会构建出类似人类的智能甚至超越后者，一直是一个在探索之中和争论不休的问题。在近年来新一波数据驱动的人工智能热潮中，这一问题的焦点逐渐从理论上的可能性之争，转换为如何应对技术上可能出现......,人工智能; 人类智能; ChatGPT; 伦理挑战; 人机交互; 生成式; 智能生态系统; 积极应对;
ChatGPT：一个人机环境系统智能的初级产品,刘伟,中国社会科学报,2023-03-07,报纸,0,86,目前，ChatGPT可谓成果斐然，但远未达到接近人类心智的水平。粗略地看，人工智能技术可以说是人类使用数学计算模拟自身及其他智能的技术，最初是使用基于规则的数学模型建立起的机器智能（如专家系统），然后是借助基于统计概率的数据处理实现机器学习及分类，下一步则是试图......,人类智能; 本质特征; ChatGPT; 人工智能技术; 初级产品;
传播学视野中的ChatGPT技术逻辑,张洪忠; 刘绍强,中国社会科学报,2023-03-07,报纸,0,311,基于大语言模型开发而成的人工智能产品ChatGPT在推出后立即引起社会广泛关注，短短两个月内用户数量已经突破1亿。ChatGPT是OpenAI公司GPT-3.5模型的直接应用，通俗地说，GPT模型不同于以往以句段为单位的块状文本拼接生成方式，它从底层算法上实现了基于概率的“字词接龙式”......,技术逻辑; 自然语言处理; 任务型; 体验感; 传播学; 人工智能技术; ChatGPT;
ChatGPT冲击与文科教育变革,刘永谋,中国社会科学报,2023-03-07,报纸,0,686,从教育的视角看，以ChatGPT、DALL·E 2等为代表的AIGC（AI Generated Content，即人工智能生成内容）技术，可视为知识生产、学习的辅助工具，能够帮助老师和学生更好地完成教学科研任务。近来，AIGC的新突破明显与文科知识活动更相关，比如，ChatGPT擅长文字工作和翻译、编程......,文科教育; 超越性; ChatGPT; 文科教师;
苹果阻ChatGPT驱动的应用更新 OpenAI启用新模型应对,李孟林,每日经济新闻,2023-03-07,报纸,0,72,据媒体3月2日报道，苹果公司上周阻止了一款使用ChatGPT功能的电邮应用的更新，因为担心其可能生成不适合青少年儿童的内容。 如何避免AI做出违反伦理道德的回答一直是生成式AI面临的挑战。 而在上述报道的前一天，OpenAI推出了官方的ChatGPT应用程序接口（API），成本直降90......,年龄限制; API; 应用程序接口; 内容过滤; ChatGPT; OpenAI;
超越ChatGPT：生成式AI的机遇、风险与挑战 网络首发,陈永伟,山东大学学报(哲学社会科学版),2023-03-06 12:09,期刊,0,6532,以ChatGPT为代表的生成式AI的崛起是人工智能领域的一次重大变革，也可能成为由专用性人工智能转向通用性人工智能的关键转折点。生成式AI的爆发由算法、算力和数据的进步共同推动，其中算法层面的突破最为关键。生成式AI在消费端的应用场景主要有内容生产、便捷交互、简化操作，这些应用将会同时对消费者的消费品数量、质量、多样性，以及拥有的闲暇等因素产生显著影响。生成式AI对产业端的影响主要体现为加速自动化、通过“组合式创新”促进技术进步、实现对新要素尤其是新数据要素的创造，靠近生产领域的代表性应用有工业设计、药物研发、材料科学、合成数据等。生成式AI带来的问题主要有失业问题、收入分配和不平等问题、竞争和垄断问题、知识产权问题、安全和隐私问题、道德和伦理问题、能源和环保问题。为此，应从产业政策、就业和保障政策、法律法规建设等方面制定有针对性的政策。,生成式AI; AIGC; ChatGPT;
人机之间的工作竞争：挑战与出路——从风靡全球的ChatGPT谈起,孙伟平,思想理论教育,2023-03-06,期刊,0,3104,智能技术的快速发展和广泛应用不仅正在重塑整个社会，而且正在重塑各个行业、职业和工作岗位。由于ChatGPT之类智能系统与普通劳动者相比表现出越来越明显的工作优势，这不仅对原本由人承担的工作构成严峻挑战，造成汹涌的“技术性失业潮”，而且对普通劳动者提出了更高的工作技能要求。只有做好社会顶层设计，通过教育、培训使每个人不断提升，通过重塑社会分工体系保障每个人的工作权利，在普遍减少每个人的必要劳动时间的基础上增加自由时间，才可能“化挑战为机遇”，让劳动成为每个人“生活的第一需要”，促进每个人的自由发展。,人工智能; ChatGPT; 劳动;
当ChatGPT成为“C教授”,张懿,文汇报,2023-03-06,报纸,0,263,很多专家教授和企业家都曾登上圆桌谈的版面，而ChatGPT则成为了其中第一个AI。实际上，讨论ChatGPT的话题，它自己又怎能缺席呢？当然，提问前，我们先给它安排了一个“教授”的人设。事实也证明，“C教授”在面对记者时，娓娓道来、“头头是道”。 ——假如你是管理学院的一......,管理者; ChatGPT;
正确看待和运用ChatGPT,王悠然,中国社会科学报,2023-03-06,报纸,0,338,ChatGPT面世后火遍全球，从软件工程、数据分析、金融财务、保险、咨询到市场营销、媒体、法律、医疗、科研，都在谈论ChatGPT。ChatGPT多元且强大的功能展现了人工智能发展速度与水平，但人们也应看到，ChatGPT与其他前沿技术工具一样，有局限性和潜在风险。 使用不当会起到......,人类智能; 人工智能技术; ChatGPT; 语言模型; 生成式; 计算机科学; 正确看待;
理解ChatGPT的扩散,张明新; 赵浩天,中国社会科学报,2023-03-06,报纸,0,124,ChatGPT作为新一代人工智能技术的代表，在推出两个月后，月活用户突破1亿，成为史上用户增长速度最快的应用程序。在扩散速度上，以达到1亿用户作为标准，TikTok和Instagram分别花了9个月和2年半时间。埃弗雷特·罗杰斯（Everett Rogers）的创新扩散理论（Diffusion of Innova......,人工智能技术; 创新特征; 数字鸿沟; ChatGPT; 创新扩散理论;
ChatGPT引发互联网治理新变局,郭丰; 李贤达,中国社会科学报,2023-03-06,报纸,0,172,ChatGPT是结合了人类反馈强化学习与大数据预训练语言模型的自然语言处理工具。ChatGPT的问世，引发了国内外的广泛关注，同时也正在人工智能领域引发新一轮的科技竞赛。 实现交互模式上的革新 作为预训练语言模型、大模型“出圈”的代表，ChatGPT实现了自然语言处理领域的新......,互联网治理; 语言模型; ChatGPT; 互联网服务; 自然语言处理; 人工智能; 算法选择;
ChatGPT时代：教育如何创新,海伦·克朗普顿; 任冠虹,中国社会科学报,2023-03-06,报纸,0,744,我们正处于教育史上的一个转折点。ChatGPT 标志着一种新型生成式人工智能 （Generative AI）工具的到来，它改变了我们对教育的看法。在诸多伟大技术的作用下，教育领域正在向更深更广的方向发展。尽管如此，在将21世纪的先进技术应用于教育领域的时候，我们的教学方式依然停......,ChatGPT; 学习者; 人工智能;
ChatGPT的言传与意会,王国成,中国社会科学报,2023-03-06,报纸,0,114,ChatGPT自2022年11月问世以来，大大超出人类写作的平均水平预期，迅速火爆升温，注册用户上亿，引发谷歌、百度等数千亿产业投资，无疑是AIGC（人工智能生成内容）和NLP（自然语言处理）领域的一大进步。但是从某种意义上说，其价值取向、服务目的、技术进步、推广应用和发展......,NLP; 语言模型; ChatGPT; 机器学习; 数字化转型; 交互接口;
多维考察ChatGPT,熊明辉,中国社会科学报,2023-03-06,报纸,0,187,2022年11月30日，OpenAI正式发布了一款聊天机器人ChatGPT，它不仅会聊天，还会编写代码、撰写文案、代写论文、即时翻译……一时让人分不清这是“作业神器”，还是“竞业凶器”。不管你爱它还是恨它，都不能无视它。在商业上，这是一个奇迹；在技术上，这是一项重大革新；而在......,人工智能; 生成性; ChatGPT; 自然语言处理; 钓鱼邮件;
旷视科技研究院张祥雨：ChatGPT核心逻辑在于规模化效应,曲忠芳; 李正豪,中国经营报,2023-03-06,报纸,0,151,“ChatGPT自2022年11月发布以来，我基本上每天都在使用。我主要关注它的逻辑推理能力，而不仅仅是它拥有哪些知识。我认为，逻辑推理能力对判断一个模型是否达到了类似人的思维水平更重要。”近日，通用型对话机器人ChatGPT持续火热，旷视科技研究院基础科研负责人张祥雨在接......,视觉模型; ChatGPT; 人工智能; 判别式模型; 数据量; 逻辑推理能力; 规模化效应; 陈家昌; 研究院;
辩证看待ChatGPT影响智能社会治理的效用,刘鲁宁; 刘勉,中国社会科学报,2023-03-06,报纸,0,278,ChatGPT是LLM（大型语言模型）与RLHF（基于人类反馈的强化学习）技术融合革新的生成式AI代表性产品，推动语言模型与人类意图的一致性，是从“弱人工智能”向“强人工智能”迈出的坚实一步。其采用Web浏览器对话交互，不仅能够满足基本对话需要，还可以驾驭各种风格文体，直面......,人工智能技术; ChatGPT; 智能社会; 治理体系; 辩证看待; 语言模型; 需求侧; 民众诉求;
ChatGPT如何影响社会生产生活,周宏春,中国社会科学报,2023-03-06,报纸,0,254,ChatGPT是什么？是一种基于数据训练的人工智能聊天机器人。从构词看，Chat是聊天，GPT是生成式预训练转换器（Generative Pre-trained Transformer）。ChatGPT训练所需的大量文本数据，主要来自书籍、文章、网站等广泛而多样的文本，含有不同的内容和写作风格；采用人类反馈强......,人工智能技术; ChatGPT; 应用场景; 聊天机器人; 区块链;
ChatGPT爆火，中国人工智能向何处去,赵广立,中国科学报,2023-03-06,报纸,0,346,“为什么一款聊天机器人能引起全球热议，尤其是引起人工智能（AI）产学研各界高度关注？” 近日，在一场学术分享活动上，西安电子科技大学人工智能研究院院长焦李成将上述问题抛出，然后给出了自己的答案：“它让大众见识到了人工智能的力量。” ChatGPT会不会将人工智能带......,人工智能; ChatGPT;
ChatGPT引发人机关系新思考,成素梅,中国社会科学报,2023-03-06,报纸,0,385,ChatGPT的发布成为全球关注热点，相关讨论爆燃各界，视域多元，观点各异，引发了许多深度思考。ChatGPT是人工智能与自然语言处理技术发展的新进展。然而，就像人类社会由于语言的诞生而得到迅速发展一样，机器的语言感知力和认知力的突破性提高和内容生成成本的大幅度降低，......,人机关系; 智能机器; ChatGPT; 人工智能; 智能产品; 生产自动化; 人机合作;
ChatGPT的“创造性破坏”效应及其风险应对,高奇琦,中国社会科学报,2023-03-06,报纸,0,236,2022年底OpenAI发布的ChatGPT，在世界范围内引发了使用的浪潮，鲜明反映了一种通用人工智能突破的可能性。考察ChatGPT所代表的通用大模型的生产力意义，进而分析ChatGPT可能造成的“创造性破坏”效应及其风险，对于我们积极应对通用大模型带来的整体性风险具有积极的现实意义......,创造性破坏; ChatGPT; 深度神经网络; 人工智能; 开放创新; 第四次工业革命; 生产力; 风险共担; 不完备性; 审慎监管; 参数量; 风险应对;
“火出圈”后 ChatGPT能为企业管理带来什么,张懿,文汇报,2023-03-06,报纸,0,124,张诚 复旦大学管理学院信息管理与商业智能系教授、系主任 Cha tGPT和之前的人工智能不同，它表现出总结和归纳的能力。因此，它对于企业战略制定、市场分析咨询等方面，很可能会产生巨大的影响力。 李文文 复旦大学管理学院信息管理与商业智能系讲师 仅就目前AI在企业管理......,复旦大学管理学院; 管理者; 技术性能力; 数字素养; 人工智能; ChatGPT;
从ChatGPT谈人工智能时代的管理范式变革,齐佳音,中国社会科学报,2023-03-06,报纸,0,173,由美国OpenAI人工智能公司发布的对话式大型语言模型ChatGPT引发的全球关注还在持续发酵。埃隆·马斯克评价说其不亚于iPhone，比尔·盖茨说其不亚于重新发明互联网，360董事长周鸿祎认为其可类比蒸汽机和电力的发明。毫无疑问，ChatGPT的惊人表现引发了各领域对人工智能社会效......,人工智能; 管理范式; 理论构建; ChatGPT; 共生系统; 范式变革;
何种生成？能否创造？,肖峰,中国社会科学报,2023-03-06,报纸,0,93,ChatGPT作为生成式人工智能（Generative AI）的新成果，显示出不同于分析式人工智能的若干新功能。它不像后者那样只能分析已存在的信息和数据，演绎（推算）出前提中已包含的结论，而是可以对既有的数据信息进行归纳概括，形成与既成东西并不相同的新东西。比如，生成对某一......,人类智能; 分析式; 人工智能; 生成式;
ChatGPT等语言模型可能构成生存性风险,罗曼·V. 扬波尔斯基; 奥托·巴滕; 王悠然,中国社会科学报,2023-03-06,报纸,0,168,ChatGPT这一写作能力接近人类水平的人工智能在市场上亮相后撼动了技术世界的根基。知识劳动者正在探索如何借助现代人工智能模型完成工作，学生则利用它们帮助自己写论文。新近面世的必应Chat（Bing Chat）甚至可以使用一种在其接受训练期间尚未发布的计算机语言编写代码，它......,人工智能; 生存性; 语言模型; ChatGPT;
周鸿祎:ChatGPT像个油腻中年人,赵东山,中国企业家,2023-03-05,期刊,0,62,"<正>实用主义是国内创新最大的障碍在ChatGPT之前,全世界的科技圈似乎多年未见如此兴奋的场景了。比尔·盖茨曾公开强调:“像ChatGPT这样的人工智能,与个人电脑、互联网同等重要。”而埃隆·马斯克在使用ChatGPT后的感受是“好到吓人”,他甚至断言,“我们离强大到危险的AI不远了。”在国内,一波ChatGPT创业浪潮汹涌袭来。一直保持程序员身份的360集团创始人周鸿祎,对此次技术浪潮同样十分关心,在360集团总部办公区的洗手间墙壁上,甚至都张贴了包含ChatGPT及生成式AI的信息简报。",无
