题名,作者,来源,发表时间,数据库,被引,下载,摘要,关键词
AI的进步与人的后退——ChatGPT引发的担忧,李白咏,中国电信业,2023-03-15,期刊,0,0,<正>ChatGPT是当前人工智能领域的热词。在与其“聊天”的过程中，无论谈论什么领域的内容，这款源自美国旧金山的人工智能聊天机器人似乎都能够撰写出像模像样、言之有物的文本。目前来看，ChatGPT的成功无疑是“出圈”的，社交媒体上已经出现了大量与之相关的内容，人们纷纷晒出了自己与这款划时代的聊天机器人之间的“聊天记录”，或是惊叹于回答内容的丰富性，或是调侃其中包含的低级错误，或是利用它来提升工作效率等。从应用表现来看，,无
未来社会是非智力因素的竞争——写在ChatGPT新纪元之际,钱志亮,教育家,2023-03-15,特色期刊,0,81,<正>教育是什么？美国著名心理学家斯金纳曾在《新科学家》杂志上发表过这样的言论“：当把学校教给的一切知识都忘记之后，剩下的就是教育。”后来，爱因斯坦引用了这段话，他是这样说的“：我们的生活就是运用剩下的内容去思考，去迎接并战胜困难，去开创我们的事业，去追求我们的美好生活。”那么，“剩下的”是什么呢？在ChatGPT对教育提出严峻挑战之际，我们可以看出“剩下的”就是学习力，即诱发学习的注意力和好奇心、驱动学习的主动性和积极性、保障学习的决断力和习惯、维持学习的自觉性和坚持性、优化学习的计划性和条理性。,无
ChatGPT带来的机遇与挑战,编者,企业家,2023-03-15,特色期刊,0,119,<正>ChatGPT是人类迎来的一场新技术革命，它正在对哪些工作岗位造成影响？会导致哪些行业消失？哪些公司急需因此转型？小公司如何抓住ChatGPT的机会逆袭？2023年2月15日，由北京险峰长青投资咨询有限公司（以下简称险峰投资）主办的ChatGPT圆桌论坛在线上举行，主持人为险峰投资副总裁李抗。本期特刊发论坛嘉宾发言摘要（内容有删节，未经本人审阅）。,无
ChatGPT会替代人类工作吗,陈思进,法人,2023-03-15,期刊,0,460,"<正>ChatGPT这一现象级产品横空出世以来，在全球范围内热度居高不下。科技巨头掌门人和商界大佬均在公开场合表达对人工智能（AI）进展的看法，尽管褒贬不一，但均认为该领域风险和机遇并存。据央视财经微博2月27日消息，美国《财富》杂志网站报道，2月初，一家提供就业服务的平台对1000家企业调查显示，近50%的企业表示“已经在使用ChatGPT”,30%的企业表示“有计划使用”。而在已经使用ChatGPT的企业中，48%已经让其代替员工工作。",无
人工智能助力廉政建设的可能性前瞻,杜治洲,人民论坛,2023-03-15,期刊,0,151,在人工智能技术已经普遍应用于政府治理和社会治理实践的背景下，ChatGPT的出现也将对廉政治理产生广泛而深远的影响，给反腐败工作带来巨大的机遇和严峻的挑战。ChatGPT能够大幅提升廉政治理决策的科学性、预防腐败制度的严密性、腐败查处的及时性和廉洁教育的有效性。同时，高效的信息搜索可能为“想腐者”提供大量的腐败机会和高明的腐败手法，便捷的信息生产可能刺激“已腐者”对抗查处，对技术应用的过度依赖可能弱化廉政治理的主观能动性和创造性。未来应充分发挥ChatGPT对廉政治理的增效功能，推进廉政治理数据的有序开放，加速中国版ChatGPT的研发，强化对人工智能技术的安全审查。,ChatGPT; 人工智能; 廉政治理; 反腐败;
聊天机器人会影响文明发展吗？,孙瑜,天津日报,2023-03-15,报纸,0,252,时下，由人工智能公司OpenAI研发的通用聊天机器人ChatGPT，以强大的文字处理和人机交互功能迅速成为炙手可热的新一代人工智能产品。与此相关的多个话题持续登录各种热搜头条。种种迹象表明，以ChatGPT为代表的人工智能已经逐步影响到人类生产和生活的方方面面。从古至今，科......,人工智能技术; 伦理挑战; GPT; 人类智能; 聊天机器人; 智能体;
拨开ChatGPT迷雾,任超,企业家,2023-03-15,特色期刊,0,17,<正>2023年，ChatGPT顶替元宇宙的地位，从技术界成功破圈，站上C位。它验证了AI算法是可落地的，给AI、互联网等领域带来新的故事，产生了新的想象空间。在这里，我将从价值和问题的角度出发，尝试拨开ChatGPT的迷雾，尽力找出真相。从发展上看，ChatGPT既重要也不重要。重要的是，它不仅是AIGC(Artificial Intelligence Generated Content，利用人工智能技术来生成内容)方向的重大突破，在应用层上的亮眼表现也成功做出AI领域To C方向的表率，消除了社会对AI应用和其商业化的疑虑；不重要的是，,无
新一代人工智能技术（ChatGPT）及其对人类社会的影响与变革 网络首发,张夏恒,产业经济评论,2023-03-14 09:22,期刊,0,5572,ChatGPT的火爆出圈引发了国内外的高度关注与重视。作为新一代人工智能技术，在理解ChatGPT时不仅要突破聊天机器人的局限，更要突破技术本身的范畴，本文认为ChatGPT是数字技术加持的能够与人类实现智能交互的认知理解模式，并体现出大数据、大算力、大算法、人智化等显著特征。新一代人工智能技术对人类影响是多维的，尤其从时空场域、生产关系、生活方式等方面对人类活动及其社会生活带来巨大的影响。ChatGPT是发展趋势，对人类社会活动带来许多的正面作用，但也不能忽视新技术所伴随的一些问题，如能否引发科技革命、是否会淘汰人类、是否作恶等。整体上看，我们要对新一代人工智能技术保持包容审慎的观点，更要通过一系列举措，尤其要研发自主可控技术来有效推动新一代人工智能技术发展与应用。,ChatGPT; 新一代人工智能技术; 人类社会; 应用场景;
ChatGPT侵入苹果生态 Siri将迎接哪些挑战？,李孟林,每日经济新闻,2023-03-14,报纸,0,188,火爆的ChatGPT已经展现出了领先时代的超强对话能力，但其互动界面仍然很“古典”：要体验这款生成式AI，你必须得打开浏览器输入网址登录。为了更加便捷地使用ChatGPT，已经有第三方开发者推出了苹果系统的应用程序。 当地时间3月8日，苹果应用商店批准了一款适用于Apple Wat......,ChatGPT; 程序员; 机器学习;
ChatGPT来了，当科幻照进现实,宋琼芳,健康报,2023-03-14,报纸,0,326,近日，一款名为“ChatGPT”的聊天机器人再次引发公众对于人工智能的热议，似乎科幻电影中关于未来世界的畅想正慢慢变为现实。我国微创外科领军人物，上海交通大学医学院附属瑞金医院普外科主任郑民华是一位科幻爱好者及电影发烧友。让我们在他的带领下，从ChatGPT对医学界的......,人工智能; ChatGPT; 科幻电影;
ChatGPT浪潮重构互联网生态 哪些创业机会涌现？,文巧,每日经济新闻,2023-03-14,报纸,0,329,ChatGPT依然在搅动人工智能（AI）风云。尽管谷歌在过去的两年中由于谨慎的态度未能发布Bard，让OpenAI抢占先机。但作为硅谷巨头，谷歌从来不缺乏“后来居上”的决心和实力。 当地时间3月6日，来自谷歌和德国柏林工业大学的一组AI研究人员公布了史上最大的视觉语言模型：PaLM......,视觉语言模型; 创业机会; ChatGPT; 机器人; 自然语言处理; 创业者; 每日经济新闻; 训练集; 流程自动化; 聊天软件; 对话集; 多模态;
挑战·融合·变革：“ChatGPT与未来教育”会议综述 网络首发,邱燕楠; 李政涛,现代远程教育研究,2023-03-13 10:08,期刊,0,4751,随着ChatGPT的出现及其在教育领域的应用发展，人类智能与人工智能协同发展、教育共生的新时代已然来临，重塑人工智能技术对人类教育变革的机遇和挑战已变得十分关键。2023年3月4日，“ChatGPT与未来教育”学术研讨沙龙在华东师范大学召开。人工智能与未来教育领域的专家、学者通过主题报告等形式，从教育理论和实践的双重视角探讨了ChatGPT与未来教育的关系及其相互间的转化影响。首先，有关学者从ChatGPT的基本原理及其教育影响、智能涌现及其教育思维、能力边界及其教育应用以及工具价值及其教育问题四个维度，讨论了ChatGPT的特性与功能对于人类教育的价值与影响。其次，在关系重构中，ChatGPT也使教育面临不少挑战，关于“教育如何保存做人的尊严？”“教师如何绝处逢生、教以成人？”“学生最重要的能力素养是什么？”以及“中国教育如何培养创新型人才？”等问题引发了新思考，并从加强高质量数据与真实有价值的知识的相互转化、加强教师协同人类智能与人工智能融合育人的能力、加强学生全方位数字素养的培育以及加强五育融合一体化教育发展模式的设计等多方面提出了针对性策略。再者，立足人机融合新图景，发现人类教育与学习形态、人类教育的历史叙事、未来教育的变革方式以及教育科研的研究工具都在发生改变。最后重点探析了生成式人工智能影响下未来教育的关键变革，包括“复合教育者”的诞生、教育底层逻辑的重塑、教育生态转向共生以及学术生产新场景的转换。,ChatGPT; 未来教育; 复合教育者; 人机协同; 会议综述;
类ChatGPT技术能否重塑保险业,戴梦希,金融时报,2023-03-13,报纸,0,228,近一段时间，迅速走红的ChatGPT持续引发其在各行业应用性与发展前景的讨论。与此同时，被视作中国版ChatGPT的百度“文心一言”也引得国内包括保险公司在内的多家金融机构青睐，相继宣布成为其首批生态合作伙伴。 业内专家在接受《金融时报》记者采访时表示，目前，ChatGPT可......,人工智能; 《金融时报》; 保险业; 保险代理人; ChatGPT;
打开人工智能的“黑箱” 从ChatGPT走红说起,王大鹏,科学大观园,2023-03-13,特色期刊,0,203,<正>虽然我们每天可能都在接触各种人工智能的应用，但是似乎没有哪一个人完全了解这背后的逻辑和知识架构，似乎人工智能背后仍然是一个“黑箱”，有待于我们去深入了解和研究。如今我们进入了一个智能时代，而人工智能也以这样或者那样的方式在影响着我们的生活，虽然有时候我们并未察觉，但是不可否认的是，,无
四川如何拥抱ChatGPT？,李媛莉; 徐也晴,四川日报,2023-03-13,报纸,0,208,ChatGPT的热度不减——2023年全国两会首场“部长通道”上，科技部部长王志刚已经是近期第二次公开谈到它。无论是在专业社群还是在大众舆论场，ChatGPT的话题度也居高不下，不断有人发问：ChatGPT的出现意味着什么？会怎么改变我们的生活？川观智库邀请8位来自高校和科研机构......,人工智能技术; ChatGPT;
“极客”法官，让打官司更省心,王闲乐,解放日报,2023-03-13,报纸,0,55,如果走进一位法官的办公室，你会在书架上看到哪类书？相信绝大多数会猜是法律书籍。但普陀区法院执行局局长朱骏不一样，书架上除了法律书籍，还有大量介绍计算机、编程，包括时下最热门的ChatGPT的书籍。 “我学的是法律专业，但一直对计算机技术很感兴趣，有时也会自己开发......,全流程; 审监庭; 普陀区; 网上办案;
ChatGPT新一代人工智能技术发展的经济和社会影响 网络首发,郑世林; 姚守宇; 王春峰,产业经济评论,2023-03-12 14:10,期刊,0,7949,ChatGPT作为新一代人工智能技术，将深刻地影响人类的经济和社会发展。本文分析了ChatGPT在人工智能产业、劳动力与就业、教育、以及科学研究和科技伦理等多个领域的发展机遇与挑战。研究认为，ChatGPT加速了生成式AI布局、劳动力市场结构演进和教育体系重塑，但与此同时也带来了科技与学术伦理、价值渗透、信息泄露等问题。此外，ChatGPT也存在着潜在威胁，其快速产业应用给传统产业带来了难以估量的“调整成本”，相应的认知污染可能会引发知识和价值观偏差。为充分利用好ChatGPT带来的发展红利，加速各种应用场景落地，并防范其可能引发诸多冲击和风险，本文最后亦提出了系列政策建议。,ChatGPT; 人工智能; 技术冲击; 社会变革; 政府监管;
从ChatGPT到雕塑的杂想,姚谦,新民周刊,2023-03-12,特色期刊,0,18,<正>当ChatGPT的热度远远超过不久前媒体不断煽动而红的元宇宙与NFT时，很多人还是猜想着：会不会又是一场借科技之名的金融游戏。但是这次好像是有点不同，元宇宙与NFT更像是一种被创造出来的需求，那是原本可以不需要的东西；因此只见厂商尽施利诱手段外，群众反应困惑，最终好像也只引出一波好奇潮而已。,无
ChatGPT等智能内容生成与新闻出版业面临的智能变革 网络首发,陆小华,中国出版,2023-03-10 14:28,期刊,0,2273,ChatGPT等智能内容生成工具能够根据问题智能生成内容，而不是简单调取预设答案和已有内容。智能内容生成技术是一种具有很大潜力、变革力、推动力的技术群，ChatGPT的上线带来新奇体验、用户卷入、新赛道和引发变革等方面有巨大震荡效应。智能内容生成是正迅速演进的智能变革在新闻传播领域的表现。从“知识”维度观察，智能内容生成在知识萃取、知识生产、知识传播方面给新闻出版业带来改变与挑战。与人工智能共生是智能变革中的应有思维与生存方式：应深刻认识人的主体性、充分发挥能动性，以智能思维认识并应对智能内容生成带来的变革；以探索思维运用智能内容生成工具从而获得高质量知识性内容；提升智能素养，研究制定智能内容生成技术发展、运用相关的规则体系，确保人工智能工具的运用在伦理、规则、法律约束下进行。,智能内容生成; ChatGPT; 人工智能; 智能变革; 知识生产;
ChatGPT对图书馆工作的影响——圕人堂专题讨论综述,王启云,大学图书情报学刊,2023-03-10,期刊,0,640,ChatGPT作为一款人工智能技术驱动的自然语言处理工具产生了令人震撼的影响。“ChatGPT对图书馆工作的影响”话题引发了圕人堂成员较为深入的交流与探讨。大家各抒己见，精彩纷呈，予人启迪。,图书馆工作; 聊天机器人; 人工智能; 信息技术; ChatGPT;
ChatGPT生成内容属于谁，存在何种法律风险？,李伟华,上海企业,2023-03-10,期刊,0,747,"<正>近日,OpenAI发布了其人工智能聊天机器人原型ChatGPT,该机器人因其对咨询的类似人类的详细回答而在公众中获得了很大的关注,比如起草艺术家和制作人之间的合同以及创建详细的代码,并可能彻底改变人们使用搜索引擎的方式,不仅仅是提供链接供用户筛选,而是解决复杂的问题并回答复杂的问题。",无
类ChatGPT可能是人工智能最大技术跃迁,齐旭,中国电子报,2023-03-10,报纸,0,464,当下，以ChatGPT为代表的认知智能技术的突破引发全球热议和关注。全国人大代表、科大讯飞股份有限公司董事长刘庆峰认为，应当加快推进我国认知智能大模型建设，在自主可控平台上让行业尽快享受AI红利。 “随着时间的推移，ChatGPT将不仅仅是一个对话式的机器人，而会是给各......,人工智能; ChatGPT; 智能技术;
培养实战型科创人才 加快国产化ChatGPT研发,杨子怡,人民邮电,2023-03-10,报纸,0,185,如何培养科技创新型人才，以人才之力助推数字中国建设？两会期间，全国政协委员、重庆邮电大学校长高新波在接受《人民邮电》报记者专访时表示，要加强基础学科建设、学科交叉融合，转变人才培养模式，推动产教融合人才培养和校地协同发展，促进实战型科技创新人才快速成长。,实战型; ChatGPT; 人才培养模式;
ChatGPT是一面时代之镜,无机客; 菲利普·鲍尔,世界科学,2023-03-10,期刊,0,135,<正>语言人工智能以效率弥补它们缺少的人性。计算机和信息科技曾经被褒奖为一场教育革命。它们带来的益处是不可否认的。它们能给学生提供远远超过一本教科书的海量资讯。它们能让教育资源变得更加灵活，可以针对个体的需求进行剪裁，它们能让学生、父母和教师之间的互动变得快捷方便。假若没有视频会议，各家学校在疫情居家期间该怎么办？,无
如何使数据中心变“绿”？,陈怡,上海科技报,2023-03-10,报纸,0,15,随着ChatGPT的火爆，微软（Microsoft）、谷歌（Google）、百度（Baidu）相继宣布对他们的搜索引擎进行重大改革，试图将大型人工智能模型整合到搜索中，以便给用户提供更丰富、更准确的体验。与此同时，与构建高性能人工智能搜索引擎竞赛相伴随的科技公司所需能源和碳排放量的......,数据中心; PUE; 人工智能;
人工智能聊天机器人对科研成果与人才评价的影响研究——基于ChatGPT、Microsoft Bing视角分析 网络首发,蒋华林,重庆大学学报(社会科学版),2023-03-09 15:26,期刊,0,4557,美国开放人工智能研究中心（OpenAI）研发的人工智能聊天机器人ChatGPT，基于“生成预训练转换器”（GPT）语言模型理解和响应自然语言输入，2022年11月30日正式发布，短时间内在全球互联网界、学术界及产业界引发热议和关注。以ChatGPT、Microsoft Bing为代表的人工智能聊天机器人基于超大海量数据，采用“从人类反馈中强化学习”（RLHF）进行训练，主要具有三大功能：智能交互对话、智能文本生成、智能文献爬取。人工智能聊天机器人的核心竞争力是采用人工智能生成内容技术（AIGC）而具有强大的内容生成或文本生成能力，除能够生成一般应用性文稿外，还能够从事科学写作，从而引领和推动知识生产方式和学术研究范式变革，知识生产和学术研究进程将显著提速，知识生产者将从非创造性劳动中获得解放，知识生产方式将由“手动式”“半自动式”迈向“自动化”“智能化”。这种变革对传统的科研成果评价机制将产生重大影响，更进一步将对通过科研成果进行人才评价产生重大影响。大体上说，以ChatGPT为代表的人工智聊天能机器人应用于学术研究中，将遮蔽成果演化学术史，影响科研成果创新性评价；挑战知识产权保护制度，影响科研成果权属认定；带来学术伦理风险，影响科研成果评价生态；冲击人才评价基本标准，影响人才评价客观性。鉴于人工智能的渗透性、扩散性和颠覆性，首先要在思想认识上积极面对而不是消极应对，用其所长、避其所短，审慎使用，着力发挥其促进知识生产、推动学术进步的积极作用。其次，要抓住现行相关法规制度与快速进步的人工智能技术之间发展不平衡的矛盾，进一步完善制度、设置“护栏”，规范使用。第三，要推动技术开源，公开其智能生成逻辑，增强人工智能聊天机器人的技术可信度。第四，要建立人机协作机制，既发挥技术的数据处理优势，又发挥人的理性思维优势，最终由人把关知识生产、科研成果及人才评价。,人工智能; 人工智能聊天机器人; 人工智能生成内容; ChatGPT; 微软必应; 科研成果评价; 人才评价; 知识生产方式;
生成式人工智能浪潮下的传播革命与媒介生态——从ChatGPT到全面智能化时代的未来 网络首发,喻国明; 苏健威,新疆师范大学学报(哲学社会科学版),2023-03-09 14:19,期刊,0,4395,Chat GPT使人工智能技术在拟真度和功能维度方面达到新高度，其特性由三种关键技术支持，分别是预训练、大模型、生成性。以Chat GPT为代表的生成式人工智能将激发传播领域的生态级变局。在信息层面，生成式人工智能将穿透网络资源壁垒，成为下一代网络入口和超级媒介，驱动传媒产业变革。在个体层面，生成式人工智能将更加深刻地对个体赋能赋权，促进传播权力下沉和人的数字化生存。在连接层面，生成式人工智能将作为下一代互联网的连接中枢，激发移动互联转型为智能互联。总之，生成式人工智能带来的全面智能化是一场深刻的革命，传播与社会的治理逻辑将随之发生深刻变革。首先，主流媒介的角色需要从“To C”转为“To B”，其次，要注重智能算法模型的“赋魂”机制，最后，构造“算法失灵”的社会补充及“算法脱轨”的干预机制。,生成式人工智能; ChatGPT; 传播革命; 媒介生态; 全面智能化;
蹭ChatGPT热点？互动平台回复不准确 通宇通讯又收监管函,王晶; 孔泽思,每日经济新闻,2023-03-09,报纸,0,73,在ChatGPT的火热势头下，众多概念股借着东风起飞，监管部门也对ChatGPT概念股炒作保持着高度关注。 2月，通宇通讯（SZ002792，股价15.55元，市值62.52亿元）在互动平台谈及ChatGPT等热门概念时，曾被深交所问询是否“迎合热点炒作股价”“配合实控人减持”。在收到深交所关......,深交所; CPO; ChatGPT; 互动平台;
大银幕上ChatGPT的前辈和后浪们,李雪萌,济南日报,2023-03-09,报纸,0,0,核心阅读 虽然ChatGPT是新晋网红，但人们对人工智能的关注由来已久，大银幕上的相关故事层出不穷，类型各异。 如果说其中哪部能令人泪下，必然是斯皮尔伯格执导的《人工智能》；而要评选最佳女性版“ChatGPT”，答案是斯派克·琼斯的《她》。 人工智能有可能超过人类，因......,人工智能; 机器人; ChatGPT;
ChatGPT来了,无,宁波经济(财经视点),2023-03-09,期刊,0,697,<正>当下互联网上最火的一个话题，非ChatGPT莫属。能搜索、能编程、能写诗、能写剧本，甚至还能写论文，凭借前所未有的“智商”以及更贴近人类的“思维”，人工智能研究公司OpenAI的人工智能聊天机器人模型ChatGPT成为全球焦点。它能够通过学习和理解人类的语言来进行对话，还能根据聊天的上下文进行互动，协助你完成一系列任务。上线仅仅2个月，ChatGPT的活跃用户就突破一亿。和它对过话的网友纷纷感叹，“只有你想不到，没有ChatGPT办不成的”。,无
ChatGPT类智能对话工具兴起对图书馆行业的机遇与挑战 网络首发,李书宁; 刘一鸣,图书馆论坛,2023-03-08 12:44,期刊,0,3106,2022年底OpenAI研发的智能对话工具ChatGPT一经推出就成为史上用户数增长最快的消费级应用，迅速引起各行各业的关注。文章从图书馆所涉业务角度对ChatGPT进行测试，调研国内外图书馆行业对ChatGPT的应对反馈，客观分析ChatGPT的功能和问题，从助力业务效率提升和馆员成长、智能咨询系统建设、知识服务深入开展和各类检索系统体验改善方面讨论图书馆行业面临的机遇，分析图书馆行业在资源组织、信息素养内容重构、管理等方面面临的挑战，并提出相应的对策。,ChatGPT; 智能咨询; 知识服务; 资源组织; 信息素养;
ChatGPT推进网络政治悖论性传播的可能性维度 网络首发,张爱军,广西师范大学学报(哲学社会科学版),2023-03-08 11:09,期刊,0,1425,ChatGPT作为一种新型聊天工具，其应用已不仅仅限于聊天，而对政治、经济、文化、教育等领域产生巨大的影响，进而也影响到网络政治传播领域。从可能性维度来看，ChatGPT将对网络政治传播进行新赋能、新赋权，使网络政治传播出现悖论性拓展。它既为网络政治传播带来新的提升，也使网络政治传播具有异化的趋势；既为网络政治传播技术带来颠覆性与革命性的变化，又给网络政治传播带来新的挑战；既给网络政治传播带来确定性，又给网络政治传播带来非确定性。,ChatGPT; 人ChatGPT合成; 内容生成; 网络政治传播;
ChatGPT的传播特质、逻辑、范式,王建磊; 曹卉萌,深圳大学学报(人文社会科学版),2023-03-08 11:00,期刊,1,3133,在技术路径上，ChatGPT通过前所未有的大语言模型训练和对人类反馈方式的学习，具备了生成对话的能力，在语词重组、自我表达修正和信息整合方面的强化使其成为知识生产的新引擎，又通过掌握特殊标记和经验性学习能给出一定的情感反应，从而形成了对人类的“超模拟”。人们在索取答案、发起挑战、提出问题的同时形成自发投喂AI的群体行为，ChatGPT据此反向延伸人类，不断获得更好的连接能力和嵌入社会运转系统的机会，其生长速度显现出新的摩尔效应；反向的技术依赖、动态的连接与嵌入、加速堆叠硬件和升级算法等构成其传播逻辑。最后，ChatGPT开启了“人机共在”的新主体时代，人机协同将作为长期的社会解决方案，而针对人机交互的复杂性和AIGC的衍生问题，也可能陷入诠释经验的多重解释的迷乱之中，故需要在突破“主客二元论”和“诠释经验主义”两个传统研究范式的基础上进行价值重构。,ChatGPT; 传播特质; 传播逻辑; 传播图景; 认知范式; 人工智能; 基础设施;
ChatGPT应用金融：夯实技术是长远之计,苏洁,中国银行保险报,2023-03-08,报纸,0,320,ChatGPT近两个月以来不断引爆话题热点，对人工智能应用发展的热潮前所未有地高涨，ChatGPT所代表的大模型在语义理解、多轮交互、内容生成中所展现的突出能力令人惊喜。而人工智能技术在金融行业的落地应用机遇和挑战并存，目前虽然已经让大量宝贵的人力从简单任务中解放出来......,长远之计; ChatGPT; 人工智能技术;
ChatGPT会改变什么？,张民,中国品牌,2023-03-08,期刊,0,260,<正>资深专家探讨Chat GPT近日，中国电子学会智能人机交互专家委员会邀请了4位长期从事人工智能、语言处理方面的资深专家共同探讨分享Chat GPT中所使用到的相关技术，并讨论这些技术将产生的影响。Chat GPT是美国人工智能研究实验室Open AI新推出的一种人工智能技术驱动的自然语言处理工具。Chat GPT使用了Transformer神经网络架构，拥有语言理解和文本生成能力，通过连接大量包含了真实世界对话的语料库来训练模型，使其能根据聊天的上下文进行互动，做到与真正人类几乎无异的聊天场景。,无
实现自然的人机交互 微软将ChatGPT应用于机器人,郑雨航,每日经济新闻,2023-03-07,报纸,0,390,“你有没有想过，你只需告诉你的家庭助理机器人：‘请加热我的午餐’，它就会自己找到微波炉。这是不是很神奇？” 近日，微软在其官网发表了一篇名为《机器人ChatGPT：设计原则和模型能力（ChatGPT for Robotics：Design Principles and Model Abilities）》论文，公布了他......,机器人; ChatGPT; 计算机代码; 人机交互;
What Does ChatGPT Say:The DAO from Algorithmic Intelligence to Linguistic Intelligence,Fei-Yue Wang; Qinghai Miao; Xuan Li; Xingxia Wang; Yilun Lin,IEEE/CAA Journal of Automatica Sinica,2023-03-07,期刊,2,1041,"<正>THE well-known ancient Chinese philosopher Lao Tzu(老子) or Laozi(6th～4th century BC during the Spring and Autumn period)started his classic Tao Teh Ching 《道德经》 or Dao De Jing(see Fig.1) with six Chinese characters:""道(Dao)可(Ke)道(Dao)非(Fei)常(Chang)道(Dao)"",which has been traditionally interpreted as “道可道,非常道” or""The Dao that can be spoken is not the eternal Dao"".",无
ChatGPT将给芯片行业带来哪些利好？,沈丛,中国电子报,2023-03-07,报纸,0,176,近日，有媒体报道称，受聊天机器人ChatGPT市场需求推动，以GPU、CPU为主的多种AI芯片需求突然激增。这一需求的暴涨也使得台积电在短期内获得大量急单，给如今正处于市场波动期的半导体产业，增添了一份“回暖”的希望。对于半导体企业而言，ChatGPT爆火带来的商机，究竟是“......,ChatGPT; 半导体产业; 《中国电子报》;
ChatGPT：热话题需要冷思考,孙美娟; 张译心,中国社会科学报,2023-03-07,报纸,0,460,2022年11月底，美国人工智能研究公司OpenAI发布了ChatGPT大型语言模型，它能够通过学习和理解人类的语言来执行各种语言任务，包括机器翻译、问答、摘要、生成代码等，协助使用者完成一系列任务，目前月活跃用户已达1亿，成为史上增长最快的消费级应用程序。五年前的两会上，......,人工智能技术; ChatGPT; 自然语言处理; 文本生成; 语言智能; 学习模型; 社会科学报; 人类语言; 冷思考;
ChatGPT：特征分析与伦理考察,杨庆峰,中国社会科学报,2023-03-07,报纸,0,389,黑格尔在《伦理体系》中提到水泡爆裂观念，本意是说事物毁灭的过程就像一个不断膨胀的水泡爆裂为无数的细小水滴。如果采用这种观念看人工智能技术的发展，会发现比较吻合。人工智能的水泡在1956年爆裂之后变成很多细小水珠，飞溅四处。棋类方面有AlphaGo等；科学研究方面有Al......,伦理问题; 可解释性; ChatGPT; 机器人; 智能技术; 关系性; 智能生成; 实体性; 透明性; 增强效应; 特征分析; 嵌入性; 文献综述; 理性引导; 智能体;
技术与伦理的平衡：以负责任的方式使用ChatGPT,斯瓦兰·辛格; 白乐,中国社会科学报,2023-03-07,报纸,0,331,作为一款现象级的人工智能产品，ChatGPT的诞生带来了巨大的社会变革潜力，它的出现改变了众多行业的运作方式，一场有关知识共享的革命正在如火如荼地展开。毫无疑问，包括ChatGPT在内的新型自然语言处理工具为人类日常生活带来了巨大的益处。然而，正如人类历史上大多数科技......,人工智能; 创建者; ChatGPT; 网络攻击; 数据集; 选择偏差; 潜在风险; 个人偏见; 负责任;
ChatGPT来了，中国人工智能该如何应对,刘园园,科技日报,2023-03-07,报纸,0,882,在几年前召开的全国两会上，来自谷歌的围棋人工智能“阿尔法狗”曾引发高度关注。今年两会，人工智能研究机构OpenAI发布的ChatGPT聊天机器人站在镁光灯下，又成为代表委员们的热议对象。 在持续刷屏的热闹背后，ChatGPT到底将带来什么样的产业变革？中国人工智能行业又该如......,人工智能; 齐向东; 周鸿祎; ChatGPT; 如何应对;
拥抱“ChatGPT热潮” 代表委员亮出“冷思考”,李霞,成都日报,2023-03-07,报纸,0,308,2023年开年以来，ChatGPT成为最火热的话题之一。作为一款生成式人工智能软件，ChatGPT可以根据议题撰写论文、诗歌、演讲稿、工作报告等，在很多领域表现出了非常强大的能力。这款“无所不能”的应用，会带来哪些挑战，我们又该如何应对？在今年的全国两会上，这一话题引发了......,人大代表; ChatGPT; 冷思考; 语料库; 人工智能; 必修课程; 信息素养;
ChatGPT与教育思想会在杭州湘湖举办,李洁,企业家日报,2023-03-07,报纸,0,350,开年以来，最火的非ChatGPT莫属。 ChatGPT，简单来说就是一台“地表最强聊天机器人”，智商高达147。和它聊天时，它能精准判断你的用意，给出你期待的答案，因为它具备一定的逻辑和常识，拥有堪比人类的流畅写作技能和逻辑思维。 在有关ChatGPT的讨论中，其对教育可能带来......,未来学校; ChatGPT; 人工智能;
ChatGPT给传媒业带来机遇与挑战,崔保国; 邓小院,中国社会科学报,2023-03-07,报纸,0,627,ChatGPT作为一个聊天机器人程序，目前月活跃用户已突破1亿，成为史上用户增长速度最快的消费级应用程序。它可以根据用户的提问给出回答，这个回答是根据大数据的训练总结出来的，而且具有一些人性化的表现，比如敢于质疑、主动认错、开玩笑等。当前，围绕ChatGPT的讨论已掀起......,传媒业; 科学传播; 假新闻; 新闻写作; ChatGPT;
ChatGPT与哲学教研,徐英瑾,中国社会科学报,2023-03-07,报纸,0,325,ChatGPT的全名为Chat Generative Pre-trained Transformer”（即“预训练的聊天生成转换器”），是一种人工智能聊天机器人程序。ChatGPT目前主要以文字方式与用户进行信息交互，能够完成诸如自动文本生成、自动问答、自动摘要等多种任务。目前，美国一些高校的学生已经在该软......,户坂润; ChatGPT; 哲学文本; 西田几多郎; 《德意志意识形态》; 人工智能; 意识形态论; 哲学家;
从技术突破与探险精神看ChatGPT,韩水法,中国社会科学报,2023-03-07,报纸,0,128,美国OpenAI公司于2022年11月发布的ChatGPT，引起了科技界、商界、教育界及其他群体的震动。一些大学开始禁止在课堂、作业和评估中使用ChatGPT；一些教育行政机关限制公立学校访问和使用ChatGPT；一些杂志禁止使用ChatGPT生成的文本，也禁止将其署名为作者……从目前公布的功......,探险精神; 社会科学; 人工智能; 人类智能; ChatGPT; 前沿技术; 基础理论研究; 理论层面; 人类关怀; 举国体制; 人文学科;
