题名,作者,来源,发表时间,数据库,被引,下载,摘要,关键词
ChatGPT的运行模式、关键技术及未来图景,朱光辉; 王喜文,新疆师范大学学报(哲学社会科学版),2023-02-20 14:25,期刊,1,7524,美国人工智能实验室OpenAI开发的人工智能聊天机器人应用ChatGPT引发广泛热议，被认为是继互联网、智能手机之后，带给人类的第三次革命性产品。互联网开辟了“空间革命”，智能手机的出现带来“时间革命”，ChatGPT的横空出世有望形成“思维革命”，通过替代人类进行创作、创意、解答、咨询、翻译和客服等改变人类思考和处理问题的方式方法，由此重塑各行业生态乃至整个世界。,ChatGPT; 运行模式; 关键技术; 未来图景;
美国DISA将ChatGPT等生成式人工智能列入技术观察清单,曾颖,互联网天地,2023-02-20,期刊,0,152,<正>美国“DefenseNews”网站2023年1月28日消息，美国国防信息系统局（DISA）将ChatGPT等生成式人工智能列入技术观察清单。该清单定期更新，曾被列入该清单的5G、零信任数字防御、抗量子密码、边缘计算和远程呈现等后来都成为了美国国防连接和安全的支柱。美国人工智能研究公司OpenAI 2022年推出的聊天机器人ChatGPT引起了美国国防官员的注意，该应用可以生成类似人类的对话和内容，包括超现实艺术和计算机代码。DISA首席技术官斯蒂芬·华莱士称，支撑ChatGPT的技术生成式人工智能最近被DISA列入了观察名单。DISA开始研究生成式人工智能如何真正改变DISA在国防部的使命，以及DISA下一步应该如何支撑国防部。近年来，美国军方将人工智能及相关技术作为提升战场分析能力和预测维护需求的手段，投入越来越多。国防部在人工智能方面的公共支出从2016年的6亿多美元激增至2021年的25亿美元（约合人民币169.6亿元）。,无
ChatGPT时代的中国外语教育：求变与应变,胡加圣; 戚亚娟,外语电化教学,2023-02-20,期刊,0,2255,美国人工智能实验室OpenAI于2022年末推出一款智能聊天工具ChatGPT。其强大的互动能力标志着信息社会进入了划时代的人机交互期，成为人工智能历史上里程碑式的产品。鉴于该平台对全球知识界和教育界引发的“狂飙式”影响，我们不得不直接面对，甚或没有理由不对其进行认真审慎的思考，研究并探讨ChatGPT智能机器人对中国外语教育政策带来的挑战和冲击：ChatGPT是什么，它将带来哪些挑战和机遇?中国外语教育的态度是什么?将如何求变?如何应变?,ChatGPT; AI语言模型; 语言智能; 外语教育; 求变与应变;
中国版ChatGPT“报名费5000万美元起” 谁能抢到“入场券”？,曲忠芳; 李正豪,中国经营报,2023-02-20,报纸,0,99,由OpenAI推出的通用型对话机器人ChatGPT持续引发全球范围的“AI狂欢”。一时之间，资本圈、产业界、创业者等无不趋之若鹜，试图抓住新一轮人工智能的重大产业机遇，国内大小企业同样不想错过。 截至2月15日，百度、腾讯、科大讯飞、阿里巴巴、京东、360、网易有道、寺库、万......,ChatGPT; GPT; 科大讯飞; 报名费;
ChatGPT会拖中国汽车后腿吗,温莎,经营者(汽车商业评论),2023-02-20,特色期刊,0,11,"<正>它对智能汽车的发展一定是革命性的自2022年11月推出以来,美国公司OpenAI开发的聊天机器人ChatGPT已经风靡世界。它能够通过学习和理解人类的语言来进行对话,还能根据聊天的上下文进行互动,真正像人类一样来聊天交流。其最擅长的部分还有写论文、写代码和考试,像是一个无所不能的学霸:",无
ChatGPT可能改变科技公司分工模式,吴巍,上海国资,2023-02-20,期刊,0,51,<正>随之带来了对传统秩序或认知的挑战近期，ChatGPT成为全世界最被热议的话题之一。ChatGPT是Open AI公司发布的一款AI对话机器人，发布短短五天内已积累用户过百万，迅速冲上流量高峰，并且收获了无数好评。ChatGPT的爆红以及其出色的应用效果，也引发了产业界和学术界对它的关注。现在的科技公司都是在自己的应用领域做各自的模型，但是ChatGPT的出现可能会改变这种模式。未来可能形成少数几家公司开发运营“大模型”底层基础设施，其他公司依托开发商业应用，实现所谓的产业分工，更具标准化和规模化。,无
ChatGPT的应用：从日常生活到专业领域,姚晓丹,中国社会科学报,2023-02-20,报纸,0,372,本报综合外媒报道 自面世以来，ChatGPT备受全世界关注。以ChatGPT为代表的新一代人工智能技术本身具备哪些特色、应用现状如何？本报记者编译整理了相关信息。 据路透社报道，2023年1月，平均每天有约1300万名独立访客使用ChatGPT，是2022年12月的2倍多。也就是说，ChatGPT在......,人工智能; 帕迪拉; ChatGPT; 日常生活;
“类ChatGPT”不只是一场科技赛跑,朱炜琳,四川日报,2023-02-20,报纸,0,141,近日，微软发布由加强版ChatGPT提供支持的全新搜索引擎和浏览器，百度、华为、京东等国内大厂也相继透露布局信息，ChatGPT的热度可谓一波未平一波又起。但大家在期待中国版“类ChatGPT”的同时恍然发现——似乎所有的入局者都在被ChatGPT“牵着鼻子走”。 ChatGPT发布伊始便......,智能产品; 互联网产业; ChatGPT;
“中国式”ChatGPT来了吗？,胡媛,通信产业报,2023-02-20,报纸,0,93,"2023年的春天,在ChatGPT的带动下,必将掀起新一轮的AIGC高潮。 ChatGPT的成功再次提醒我们,人工智能的发展需要在基础研究和技术研发方面不懈坚持。未来,以ChatGPT为代表的AIGC技术应用,将形成“智能底座+服务”的商业模式。AIGC技术应用还将进一步发挥在数据、算力和算法上构......",机器人; 人工智能; ChatGPT; 中国式; 通信行业; 科大讯飞; NLP; 智能应用; 白皮书; 阿里巴巴;
ChatGPT：先进的自然语言处理工具,练志闲,中国社会科学报,2023-02-20,报纸,0,648,本报综合外媒报道 自2022年11月推出以来，人工智能聊天机器人ChatGPT展示了人工智能的巨大潜力。 美国马萨诸塞大学阿默斯特分校学习技术副教授托里·特拉斯特（Torrey Trust）认为，ChatGPT是迄今为止最先进的自然语言处理工具之一，它的用户设计界面简单，人们只需要注册登......,自然语言处理; ChatGPT; 语言模型;
ChatGPT大火下的冷思考,姜奇平,互联网周刊,2023-02-20,期刊,1,1706,<正>ChatGPT是由人工智能研究实验室OpenAI在2022年11月30日发布的全新聊天机器人模型，是一款人工智能技术驱动的自然语言处理工具。它能够通过学习和理解人类的语言来进行对话，还能根据聊天的上下文进行互动，像人类一样聊天交流，甚至能完成撰写邮件、视频脚本、文案、翻译、代码等任务。它从零发展到100万用户的速度，是目前的世界第一，超过第二（iPhone）很多。,无
2月以来股价涨近六成 浪潮信息蹭上ChatGPT概念遭关注,彭斐,每日经济新闻,2023-02-20,报纸,0,61,火爆的ChatGPT，仿佛开启了第四次工业革命，让微软、谷歌等巨头打得昏天黑地，也让A股一些概念股遭热炒，浪潮信息（SZ000977，股价38.00元，市值556.21亿元）就是其中之一。 2月16日，浪潮信息发布股票异常波动公告称，公司股票连续三个交易日内（2月13日、2月14日、2月15日......,ChatGPT; 股价异动;
ChatGPT改变人类知识生产方式,王俊美,中国社会科学报,2023-02-20,报纸,0,364,ChatGPT由美国人工智能研究公司OpenAI开发，一经推出便受到全球广泛关注，并引发广泛的思考与讨论。ChatGPT是一种大型语言模型LLM），能够在数据基础上进行自主学习，并智能生成复杂的文字。然而，目前ChatGPT和其他大型语言模型还无法确保生成文本的准确性，甚至可能扭曲科......,人工智能技术; 语言模型; 数据集; 机器学习; ChatGPT; 知识生产方式;
ChatGPT“火出圈” 我们该“急眼”吗？,姜凝,天津日报,2023-02-20,报纸,0,258,能写论文、做翻译、编程序、出方案甚至代写情书、辞职信……最近，ChatGPT迅速火爆全网。它是美国人工智能研究实验室OpenAI开发的一种全新聊天机器人模型，能通过学习和理解人类的语言来进行对话，还能根据聊天的上下文进行互动，并协助人类完成一系列任务。去年11月底诞生，......,人工智能技术; 南开大学; 提升模型; 刘晓光; 负面影响; 可解释性; 学术论文; 对齐技术; 期刊编辑; 天津师范大学; 生成技术; ChatGPT;
ChatGPT爆火 科技品牌纷纷宣布入场,黄博文,每日经济新闻,2023-02-20,报纸,0,120,近期，ChatGPT着实火爆，AIGC（AI Generated Content，指利用人工智能技术来生成内容）概念也成为一个热词。众多品牌尤其是科技品牌，都争先恐后宣布入场。 如谷歌（GOOG）推出AI聊天机器人项目Bard、京东（HK09618，股价210.600港元，市值6594亿港元）推出“产业版ChatGPT......,科技品牌; 杨元庆; 联想集团; ChatGPT;
虚拟人能否靠ChatGPT迎来巨大突破？,董静怡,21世纪经济报道,2023-02-20,报纸,0,328,需要肯定ChatGPT的优秀，却不能神化它对AI产业的影响。 ChatGPT的热度仍在，人们的关注点已从它本身转移，开始关注它能带来哪些产业的突破性进展。虚拟人就是其中之一。 这是一个随着元宇宙概念火热而兴起的产业。《虚拟数字人深度产业报告》预计，到2030年我国虚拟数字人......,虚拟人; 数字人; 多模态; 自然语言处理; ChatGPT;
对话复旦管院张诚:ChatGPT是一场AI脱口秀,陈白,经济观察报,2023-02-20,报纸,0,94,"在OpenAI公司2022年末推出ChatGPT之时,谁也不会想到,大洋彼岸这家人工智能创业公司的一款新应用,会在2023年初忽然激起如此大的浪花。 过去一周,几乎每个人都在谈论ChatGPT,但在复旦大学管理学院教授张诚看来,“ChatGPT的出圈更多是偶然的。目前来看,ChatGPT并不意味着人工智......",人工智能技术; 生成式; GPT; 人工智能领域; 脱口秀; ChatGPT;
人工智能五大维度能力的提高,张欢,中国信息化周报,2023-02-20,报纸,0,63,"近期,聊天机器人ChatGPT火爆全球,引起了全社会的广泛关注。为什么ChatGPT引发了全球学术界和产业界的热议和关注呢?在科大讯飞副总裁、研究院执行院长刘聪看来,ChatGPT本质上是一个由浮点数参数表示的深度神经网络大模型,属于深度学习框架。 ChatGPT的推出是深度学习提出后又......",人工智能; 自然语言处理;
ChatGPT打响人工智能竞赛 广东瞄准智能新兴产业持续发力,陈靖斌,中国经营报,2023-02-20,报纸,0,104,近日，由美国人工智能实验室OpenAI制作的对话式大型语言模型ChatGPT吸引了全球目光，仅发布两个月，其月活用户已经突破了1亿，成为史上用户增长速度最快的消费级应用程序。 在算法层面，ChatGPT的技术底座是大型语言模型。GPT属于自然语言处理NLP的范畴，本质上仍是以深度学......,人工智能; 广东省; 产业集群; ChatGPT;
ChatGPT与我们的未来,车海刚,中国发展观察,2023-02-20,期刊,0,0,<正>撰写这篇卷首语的方式及路径，跟人工智能（AI）的“工作流程”大致相同：阅读大量资料并消化吸收，用逻辑和观点组织语言，“输出”成为文本。但是显而易见，ChatGPT掌握的语料库和“出手”速度远超过我，这就难免引发思量：假如让ChatGPT来写同题文章，它会写成什么样？我的工作岗位会被ChatGPT替代吗？,无
ChatGPT来了 教育如何应对,匡丽娜;云钰,重庆日报,2023-02-19,报纸,0,1327,教育如何应对ChatGPT等信息技术带来的挑战？未来人才的竞争力体现在哪些方面？如何培养具有自主创新能力的高层次国际化人才？ 2月14日至17日，推进“双新”实施协同提质研讨会在重庆一中举行。市内外专家采取线上＋线下的方式，围绕“教育改革发展新趋势、新要求，推动教育......,ChatGPT; 国际化人才; 如何应对; 自主创新能力; 竞争力;
首倡第二大脑，打造个人专有ChatGPT,黄楚旋; 钟晴,南方日报,2023-02-19,报纸,0,27,ChatGPT概念风靡全球，人工智能未来发展趋势如何，引起越来越广泛的关注。正逢其时，著名大数据专家、科普作家家涂子沛推出新作《第二大脑》，在国内首次提出建设“第二大脑”这一理念，倡导通过一种崭新的脑机协作信息整理方法，成为人工智能时代的“智能增强人”。 最近，......,人工智能; ChatGPT;
ChatGPT的突破与风险,李崎瑜,湘声报,2023-02-18,报纸,0,254,"2022年12月1日,研发ChatGPT的OpenAI公司首席执行官山姆·阿尔特曼在推特上写道:“今天我们推出了ChatGPT,尝试在这里与它交谈。”他还附上一个链接,任何人都可以点开它,注册一个帐户,然后开始免费与这个新的聊天机器人ChatG-PT交谈。 上线不到3个月,ChatGPT的用户已经突破了1......",人工智能; GPT; 聊天机器人; ChatGPT;
当ChatGPT撞上教育,李崎瑜,湘声报,2023-02-18,报纸,0,571,"ChatGPT的火爆,再度引起了人们对于“人工智能将会颠覆哪些行业”的讨论。 随着在校学生用ChatGPT写作业和论文的情况越来越多,有人认为这是一种“高科技剽窃”和“避免学习的方式”,也有人认为传统教育将被彻底颠覆,部分教育界和学术界人士提出要封杀ChatGPT。 ChatGPT等人......",GPT; 人工智能技术; 引导学生; ChatGPT;
ChatGPT引热潮 距离落地银行业务场景有多远,张莫,经济参考报,2023-02-17,报纸,0,123,人工智能研究公司OpenAI推出的ChatGPT掀起热潮。近日，百度宣布类ChatGPT项目——文心一言（ERNIE Bot）计划于3月份完成内测，面向公众开放。而百信银行和邮储银行本周也接连宣布接入百度文心一言，成为国内首批加入该生态系统的银行。同时，有银行表示正在积极思考如何将这......,机器人; ChatGPT;
学者聚焦ChatGPT带来的新课题,段丹洁,中国社会科学报,2023-02-17,报纸,0,486,可以天马行空地吟诗作赋，可以幽默风趣地聊天唠嗑，可以敲代码、写论文、谱曲、作画……日前，处于人工智能风暴眼的ChatGPT频频登上热搜，其寻找答案、解决问题的效率已部分超越了如今的搜索引擎，在未来或将极大改变我们获取新闻与信息的方式。从自然语言模型的角度出发，Ch......,人工智能技术; 新闻传播学院; ChatGPT; 自然语言处理; 人机交往; 传播学; 推荐算法; 新课题;
ChatGPT进入法治研究视野,韩永军,人民邮电,2023-02-17,报纸,0,432,2022年11月底，人工智能对话聊天机器人ChatGPT推出，迅速在社交媒体上走红，短短5天，注册用户数就超过100万。2023年1月末，ChatGPT的月活用户已突破1亿，成为史上增长最快的消费者应用。目前，ChatGPT在我国火爆全网，在迅速成为人们热议的话题后，也引来法学界关注的目光。,人工智能技术; 语言模型; ChatGPT; 著作权法; 研究视野;
元宇宙产业大会热议ChatGPT：将助力元宇宙建设,王墨璞嘉; 罗茂林,上海证券报,2023-02-17,报纸,0,723,2月15日至17日，元宇宙产业大会2023春季会在昆山举行。多位院士和专家剖析元宇宙的内核，并就当下火爆的ChatGPT与元宇宙的关系展开深入讨论。多位专家表示，元宇宙整合了多种先进技术，AIGC（人工智能生成内容）和ChatGPT将助力元宇宙建设。 深挖元宇宙内核 在经历两年多的......,ChatGPT; 人工智能技术; 区块链;
透视“风口”，把脉ChatGPT,王若辰,新华每日电讯,2023-02-17,报纸,0,81,最近，许多人都多了一位“网友”——ChatGPT。 它是一个聊天机器人，由美国人工智能公司OpenAI推出，从2022年12月1日正式发布至今，月活跃用户已达1亿，成为历史上增长最快的消费者应用程序。 说是聊天机器人，它可不只能“唠嗑”。大数据、大算力、强算法赋予了它“超级大......,人工智能; ChatGPT; 自然语言处理; 学习算法; 语言模型;
ChatGPT“横扫”校园缘何遭封杀,刘胤衡,中国青年报,2023-02-17,报纸,0,811,ChatGPT进入校园的速度，超乎许多人的想象。 “满绩点!全班第一!开心!” 2023年1月，正在上大二的李凌，凭借一篇1200多字的课程论文，成功在《新媒体与广告》这门课取得90多分的好成绩。在他们学校，这相当于绩点满分。 不过，这篇论文的好成绩，要归功于ChatGPT。 ChatG......,人工智能; ChatGPT;
ChatGPT在“狂飙”，年轻人小心这些“坑”,先藕洁; 刘胤衡,中国青年报,2023-02-17,报纸,0,444,美国人工智能研究实验室OpenAI推出的大型预训练人工智能语言模型ChatGPT，正成为很多年轻人关注和热议的焦点。近日，中青报·中青网记者街采多名年轻人，了解他们对ChatGPT的看法。不少人惊叹ChatGPT回答问题的高效，也有人直言ChatGPT回复的内容“仅是机械组合，充满套路”......,人工智能技术; ChatGPT; “熊猫烧香”病毒; 智力创作; 张洪波; 著作权; 年轻人;
监管出手降温 ChatGPT概念股回踩开始了,张苑柯,第一财经日报,2023-02-17,报纸,0,30,ChatGPT的热度在全球快速上升，以“野火燎原”之势蔓延至A股。 受此影响，与ChatGPT相关的计算机设备、互联网服务、信息安全等多个板块逆市上涨，数家公司因沾了概念而强势上涨，甚至接连涨停，在龙虎榜中频繁现身。 这些上涨的热点公司中，有多少真的是ChatGPT概念的“持......,概念股; ChatGPT; 证券营业部;
ChatGPT所需芯片国内厂商能否分得一杯羹？,骆轶琪,21世纪经济报道,2023-02-17,报纸,0,116,火热的ChatGPT再度引发AI市场热情。这背后除了对各类型大模型的构建外，备受关注则是背后训练、计算所需要的底层技术能力支持。 作为一个收录了庞大信息量和训练量的模型产品，ChatGPT对大规模并行计算必然有较高要求，这也是英伟达由此率先受益、股价应声而涨的原因所在，......,产业链; GPU; CPU; ChatGPT;
ChatGPT或掀创业潮？AI人才薪资再攀高峰,李强,21世纪经济报道,2023-02-17,报纸,0,182,近日，原美团联合创始人王慧文在社交平台官宣“带资进组”入局AI领域，称将打造中国的OpenAI，在业界引发热议。 2月14日，脉脉创始人兼CEO林凡透露，目前与AIGC相关的岗位涌现，科技巨头、头部猎企纷纷下场抢人，甚至开出10万月薪挖人。他预计，“AIGC创业热潮要来了。”......,创业潮; ChatGPT; 攀高峰;
这些“ChatGPT综合征”，你也有吗？,贾天荣,IT时报,2023-02-17,报纸,0,66,"“这个英文我这两天老是看到,这是个啥?”身在老家的大伯给互联网打工人马勇发了条消息,随后附上了一条抖音视频标题:“ChatGPT颠覆谷歌,即将见证历史!”这时马勇突然意识到,ChatGPT,这个2023年互联网行业最热的概念,已经从一线城市的写字楼席卷到农村老家的饭桌上。 作为一个......",人工智能; 自然语言处理; 聊天机器人; 综合征; ChatGPT;
AI绕不过的坎儿:先自动驾驶，后ChatGPT,王昕,IT时报,2023-02-17,报纸,0,65,"时代需要英雄,时代造就英雄。2023年初,ChatGPT就是那个天选之子,它是硅谷的英雄,是科技产业的英雄,更是资本市场的英雄。 ChatGPT是“里程碑”,它“前无古人后无来者”,它将“推动产业和社会深度变革”……在一连串溢美之词的夹道欢迎中,ChatGPT锦衣白马疾驰而来。 ChatGPT......",自动驾驶; 搜索结果; ChatGPT;
“我可以取代你”,杜肖锦,中国银行保险报,2023-02-17,报纸,0,102,ChatGPT的火热已不需多说。从对话交流到回答科研问题、写作研报、生产代码、续写小说……这个基于自然语言处理（NLP）的聊天机器人已经打开了人工智能应用的想象空间。在金融界，ChatGPT呈现出的灵活专业以及高度的结论输出能力令人侧目，同时也引发了对部分金融岗位替代性的......,金融理财师; 人工智能; GPT; 投资风险; 银行理财; 投资组合;
连续两个涨停后昨跌停 通宇通讯2月来涨近50%,陈鹏丽,每日经济新闻,2023-02-17,报纸,0,9,2月15日，通宇通讯（SZ002792，股价16.12元，市值64.81亿元）的股价再次开盘涨停，这已是该公司连续两个交易日涨停。当日开盘后不久，深圳证券交易所（以下简称深交所）即向通宇通讯发出关注函。 2月16日，截至收盘，通宇通讯的股价为16.12元/股，跌9.99%。 《每日经济新闻......,深交所; 大宗交易;
ChatGPT概念成最强主线 充电桩板块持续活跃,李雨琪,上海证券报,2023-02-16,报纸,0,72,昨日沪深两市震荡调整，创业板指领跌。截至收盘，上证综指报3280.49点，跌0.39%；深证成指报12064.38点，跌0.25%；创业板指报2547.20点，跌0.70%。两市全天成交额为9373亿元，较上个交易日放量233亿元。北向资金净流出18.64亿元，其中沪股通净卖出18.59亿元、深股通净卖出0.0......,ChatGPT; 充电桩;
国产类ChatGPT技术将让新疆受益良多,王永飞; 冉虎,新疆日报(汉),2023-02-16,报纸,0,171,犹如一石激起千层浪，ChatGPT发布后，在网络空间掀起轩然大波。横空出世、技术革命、风暴眼……从这些描绘ChatGPT的字眼可以看出，人们对它的期待之殷切。 ChatGPT到底是什么？又能给新疆带来什么？ 三大优势铸就强大功能 “其实，就是一种更智能的崭新‘聊天机器人’网络......,人工智能技术; ChatGPT; 数字人;
从下游应用“火”到了上游芯片 ChatGPT利好国内哪些厂商？,李娜; 樊雪寒,第一财经日报,2023-02-16,报纸,0,63,因库存陷入低迷周期的半导体市场近日因ChatGPT的火热而重新受到外界关注。 由于ChatGPT属于生成式AI，被誉为“AI芯片第一股”的英伟达应声而涨。 2月14日收盘，英伟达最新股价已达到229.71美元，较今年1月3日的143.15美元上涨60%。英伟达创始人兼CEO黄仁勋在一场演讲中甚至......,ChatGPT;
ChatGPT席卷全球 人工智能面临“伦理转向”,赵安琪,中国青年报,2023-02-16,报纸,0,1363,近来，人工智能聊天机器人程序ChatGPT（全名：Chat Generative Pre-trained Transformer）席卷全球，完成了人工智能第一次大规模的自传播。据瑞士银行集团分析师团队发布的报告，自去年11月底发布以来，ChatGPT上线仅5天注册用户数就突破100万，今年2月的月活跃用户已经突破......,人工智能; ChatGPT; 人工智能领域; 伦理转向;
ChatGPT爆火，带来哪些版权问题？,赵新乐; 朱丽娜,中国新闻出版广电报,2023-02-16,报纸,0,833,如果要问最近朋友圈爆火的话题，ChatGPT上榜毫无悬念。 这个美国OpenAI公司旗下的人工智能聊天机器人，凭借高效、快速、智慧的内容创作能力，被各界广泛关注。一时间，关于ChatGPT的各种声音不绝于耳。其中，相关版权问题的讨论也成为绕不开的话题。 事实上，人工智能生成......,版权问题; 人工智能; 邻接权; ChatGPT; 知识产权制度; 生成物; 文字作品; 著作权法; 《著作权法》;
ChatGPT“入侵”司法领域 法官律师将被取代？,赵文; 夏菲妮; 周靖,四川法治报,2023-02-16,报纸,0,448,既能写诗撰文，又能谱曲编代码，AI机器人聊天程序ChatGPT火了!发布仅仅2个月，ChatGPT月活跃用户已达1亿，这是历史上用户增长速度最快的应用程序。ChatGPT的问世掀起了新一轮人工智能浪潮，也正在快速渗透各个行业，并且改变原有的运行逻辑。 在司法实践领域，ChatGPT也备受......,机器人; ChatGPT;
ChatGPT翻开了硬币的哪一面？,吴双,人民邮电,2023-02-16,报纸,0,202,微软发布“ChatGPT版必应”（人工智能增强型搜索引擎），市值飙涨超800亿美元；谷歌紧急推出对话式AI服务Bard，演示“翻车”导致市值蒸发千亿美元；百度官宣将发布类ChatGPT项目“文心一言”（ERNIE Bot）……ChatGPT近期持续霸榜科技论坛热搜，2023 开年的人工智能赛道激战......,智能生成; 强化学习; 科技伦理; 生成式; 人工智能技术; 人工智能领域; ChatGPT;
ChatGPT引发的人工智能内容生产传播风险,韩博,中国社会科学报,2023-02-16,报纸,0,935,2022年12月初，美国人工智能实验室（OpenAI）发布了一款名为ChatGPT的自然语言处理工具。ChatGPT一经问世就迅速引发关注，它能“接住”网友提出的一系列“刁钻问题”，比如可以用英文写检讨、生成特定领域的论文等，是目前为止较为接近人类水平的对话机器人。作为以AI语言自......,人工智能; 虚假信息; 自然语言处理; 自然语言生成; 传播风险; 语言模型; 信息欺诈; 处置机制; ChatGPT; 人工智能语言;
“顶流”之下，看人工智能喜与忧,张佳欣;刘园园;陈曦;何屹;房琳琳,科技日报,2023-02-16,报纸,0,361,去年11月，美国人工智能研究公司OpenAI发布了一款名为ChatGPT的聊天机器人，其在推出后的几周内就风靡全球，甚至引发了一场新的全球人工智能竞赛。 社交媒体推特首席执行官埃隆·马斯克在使用ChatGPT后直呼其“好得吓人”，甚至断言“人工智能越发强大，离对人类产生威胁不......,人工智能; GPT; 阿尔法; 自然语言处理; 人工智能领域;
中企全球化能适应开放式创新的新时代吗？,张凡,中国贸易报,2023-02-16,报纸,0,48,在漫漫人类科技史中，总有一些事物有意或无意地站上浪潮之巅，改变着人类生活的方方面面，蒸汽机、火车、电子计算机、互联网皆是如此，当下十分火爆的ChatGPT亦是如此。连比尔·盖茨都感到十分兴奋，他认为ChatGPT的发展与互联网的发明一样重要。用时仅短短两个月，ChatGPT就......,开放式创新; 人工智能技术; 全球化; 科大讯飞; 企业家; 工业机器人; GPT; 应用层; 服务机器人;
海天瑞声开年来涨超200% 去年增收不增利,可杨,每日经济新闻,2023-02-16,报纸,0,33,随着ChatGPT概念股回落，兔年来股价翻番的海天瑞声（SH688787，股价244.80元，市值104.77亿元）2月14日同样盘中一度转跌。不过，2月15日，其股价上涨20.00%。 海天瑞声是一家AI训练数据提供商，随着开年来ChatGPT概念火热，该公司的股价也随之走高，近一个月内已三度发布股......,训练数据; 每日经济新闻; 业绩预告; 净利润; 营业收入; 股票交易; 概念股;
准社会交往视角下ChatGPT人机关系建构与应对思考,张洪忠; 张尔坤; 狄心悦; 王启臻,社会治理,2023-02-15,期刊,0,150,ChatGPT的“出圈”引起了社会各界的广泛关注。本文从准社会交往关系视野切入，认为ChatGPT带来了一种准社会交往的新模式。具体而言，本文分析了准社会交往关系中ChatGPT的工具与聊天两大联结性功能，并从吸引、强化互动和场景塑造三个步骤深入探讨了人与ChatGPT准社会交往关系的建构过程。在此基础上，本文还进一步提出了四个人机准社会交往关系新问题：茧房效应是否会日趋严重、新“乌合之众”是否会产生、机器信任是否会超越人际信任、技术依赖是否会带来反噬危机。最后针对新问题，从理念和规制两个层面提出了应对思考。,准社会交往关系; ChatGPT; 社会功能; 人机关系; 规制;
ChatGPT会带来什么？,吕扬,陕西日报,2023-02-15,报纸,0,1160,近日，ChatGPT火遍全网。网上真真假假的各种测试、各种评论分析让人眼花缭乱。ChatGPT到底是什么？又能给人们带来什么？2月11日，记者采访了西安电子科技大学人工智能学院副院长、博士生导师、教授董伟生。董伟生教授主要从事图像视频处理、深度学习、模式识别与计算机视觉方......,人工智能; 聊天机器人; ChatGPT; 训练数据; 超大规模; 图像内容; 文字内容;
对话ChatGPT：物业服务会被替代吗？,无,中国物业管理,2023-02-15,期刊,0,143,<正>物业人如何与AI共事？物业服务会被AI替代吗？近段时间，由OpenAI公司开发的人工智能聊天机器人ChatGPT火遍全网，表现出了极为逆天的智能水平，对于物业管理行业诸多热点问题，ChatGPT会给出怎样的解答？问题1如何与AI共事？ChatGPT AI与人结合的方式是一种技术思想，它倾向于将有限的人力与大量的计算资源相结合，使双方的合作更加高效。未来，人工智能和人类之间将会建立起更多的联系，构成更加协同的系统，实现真正意义上的人机协同。,无
如何看待ChatGPT?,汪建,中国电信业,2023-02-15,期刊,0,6,<正>ChatGPT横空出世，引发行业热议，一时风头无两。如何客观看待这一新生事物？不妨从两个角度入手。ChatGPT能做什么？ChatGPT是一款机器人聊天程序，本质上是人工智能技术驱动的自然语言处理工具，能够根据人的对话给予较高精度的回复。基于此，ChatGPT可以成为人的好帮手，可以帮忙查资料，可以和人互动聊天，甚至能够自己生成原创内容。ChatGPT的背后是算法、算力的发展。有数据显示，ChatGPT所依据的GPT-3算法模型包含1750亿个参数，为有史以来参数最多的神经网络模型，其训练和内容生成与“大算力”的支持密不可分。,无
ChatGPT，银行也“尝鲜”,赵萌,金融时报,2023-02-15,报纸,0,210,近期，两家银行都因前瞻性聊天机器人（ChatGPT）曝光率飙升。 2月6日，招商银行“小招喵的掌上生活”微信公众号发布了一则创意十足的信用卡广告。这则广告是借ChatGPT对“亲情是什么？”的作答，形成的一篇富有温情、文采和有趣体验的营销推文。 正如这篇推文所言，“这是......,人工智能; ChatGPT; 银行业;
ChatGPT，能否搅动宁波数字经济“一池春水”？,金鹭; 殷聪,宁波日报,2023-02-15,报纸,0,106,你和ChatGPT对话了吗？ 在推出约两个月后，美国人工智能公司OpenAI的大语言模型ChatGPT的活跃用户就突破1亿。 多语言撰写充满想象力的诗歌、编写可运行的程序、快速生成论文摘要、自动制作数据表格、纠正文章中的语法和表达错误、把一周大事写成新闻综述……ChatGPT不仅能......,ChatGPT; 数字经济; 人工智能;
金融业试水ChatGPT,苏洁,中国银行保险报,2023-02-15,报纸,0,287,最近招商银行使用AIGC（利用人工智能技术来生成内容）技术发布的品牌稿件——“亲情之于人生的意义”在AI笔下娓娓道来，成为ChatGPT在金融领域的首秀。在聊天过程中，ChatGPT展现了出众的语义理解及信息整合推演能力，让人分不清是真人还是机器人。 近日江苏银行宣布，已尝......,金融行业; 金融业; 强人工智能; ChatGPT;
ChatGPT在金融应用上面临哪些挑战,路虹,国际商报,2023-02-15,报纸,0,372,2023年1月份，ChatGPT的全球月活用户达到1亿，获客速度超过有史以来的所有搜索类和办公类软件，并迅速超过Tiktok、Instagram等当前风靡一时的娱乐性产品。这款由美国人工智能公司OpenAI在2022年底发布的智能聊天机器人产品ChatGPT，因其具有强大的智能对话、信息搜索和文本生......,文本生成技术; ChatGPT; 聊天机器人; 人工智能技术;
